Mesorregiao,Municipios
Norte de Minas,Campo Azul
Norte de Minas,Capitão Enéas
Norte de Minas,Claro dos Poções
Norte de Minas,Coração de Jesus
Norte de Minas,Francisco Sá
Norte de Minas,Glaucilândia
Norte de Minas,Ibiracatu
Norte de Minas,Japonvar
Norte de Minas,Juramento
Norte de Minas,Lontra
Norte de Minas,Luislândia
Norte de Minas,Mirabela
Norte de Minas,Montes Claros
Norte de Minas,Patis
Norte de Minas,Ponto Chique
Norte de Minas,São João da Lagoa
Norte de Minas,São João da Ponte
Norte de Minas,São João do Pacuí
Norte de Minas,Ubaí
Norte de Minas,Varzelândia
Norte de Minas,Verdelândia
Norte de Minas,Botumirim
Norte de Minas,Cristália
Norte de Minas,Grão Mogol
Norte de Minas,Itacambira
Norte de Minas,Josenópolis
Norte de Minas,Padre Carvalho
Norte de Minas,Bocaiúva
Norte de Minas,Engenheiro Navarro
Norte de Minas,Francisco Dumont
Norte de Minas,Guaraciama
Norte de Minas,Olhos-d'Água
Jequitinhonha,Couto de Magalhães de Minas
Jequitinhonha,Datas
Jequitinhonha,Diamantina
Jequitinhonha,Felício dos Santos
Jequitinhonha,Gouveia
Jequitinhonha,Presidente Kubitschek
Jequitinhonha,São Gonçalo do Rio Preto
Jequitinhonha,Senador Modestino Gonçalves
Jequitinhonha,Angelândia
Jequitinhonha,Aricanduva
Jequitinhonha,Berilo
Jequitinhonha,Capelinha
Jequitinhonha,Carbonita
Jequitinhonha,Chapada do Norte
Jequitinhonha,Francisco Badaró
Jequitinhonha,Itamarandiba
Jequitinhonha,Jenipapo de Minas
Jequitinhonha,José Gonçalves de Minas
Jequitinhonha,Leme do Prado
Jequitinhonha,Minas Novas
Jequitinhonha,Turmalina
Jequitinhonha,Veredinha
Jequitinhonha,Araçuaí
Jequitinhonha,Caraí
Jequitinhonha,Coronel Murta
Jequitinhonha,Itinga
Jequitinhonha,Novo Cruzeiro
Jequitinhonha,Padre Paraíso
Jequitinhonha,Ponto dos Volantes
Jequitinhonha,Virgem da Lapa
Jequitinhonha,Cachoeira de Pajeú
Jequitinhonha,Comercinho
Jequitinhonha,Itaobim
Jequitinhonha,Medina
Jequitinhonha,Pedra Azul
Jequitinhonha,Almenara
Jequitinhonha,Bandeira
Jequitinhonha,Divisópolis
Jequitinhonha,Felisburgo
Jequitinhonha,Jacinto
Jequitinhonha,Jequitinhonha
Jequitinhonha,Joaíma
Jequitinhonha,Jordânia
Jequitinhonha,Mata Verde
Jequitinhonha,Monte Formoso
Jequitinhonha,Palmópolis
Jequitinhonha,Rio do Prado
Jequitinhonha,Rubim
Jequitinhonha,Salto da Divisa
Jequitinhonha,Santa Maria do Salto
Jequitinhonha,Santo Antônio do Jacinto
Vale do Mucuri,Ataléia
Vale do Mucuri,Catuji
Vale do Mucuri,Franciscópolis
Vale do Mucuri,Frei Gaspar
Vale do Mucuri,Itaipé
Vale do Mucuri,Ladainha
Vale do Mucuri,Malacacheta
Vale do Mucuri,Novo Oriente de Minas
Vale do Mucuri,Ouro Verde de Minas
Vale do Mucuri,Pavão
Vale do Mucuri,Poté
Vale do Mucuri,Setubinha
Vale do Mucuri,Teófilo Otoni
Vale do Mucuri,Águas Formosas
Vale do Mucuri,Bertópolis
Vale do Mucuri,Carlos Chagas
Vale do Mucuri,Crisólita
Vale do Mucuri,Fronteira dos Vales
Vale do Mucuri,Machacalis
Vale do Mucuri,Nanuque
Vale do Mucuri,Santa Helena de Minas
Vale do Mucuri,Serra dos Aimorés
Vale do Mucuri,Umburatiba
Triângulo Mineiro/Alto Paranaíba,Cachoeira Dourada
Triângulo Mineiro/Alto Paranaíba,Capinópolis
Triângulo Mineiro/Alto Paranaíba,Gurinhatã
Triângulo Mineiro/Alto Paranaíba,Ipiaçu
Triângulo Mineiro/Alto Paranaíba,Ituiutaba
Triângulo Mineiro/Alto Paranaíba,Santa Vitória
Triângulo Mineiro/Alto Paranaíba,Araguari
Triângulo Mineiro/Alto Paranaíba,Araporã
Triângulo Mineiro/Alto Paranaíba,Canápolis
Triângulo Mineiro/Alto Paranaíba,Cascalho Rico
Triângulo Mineiro/Alto Paranaíba,Centralina
Triângulo Mineiro/Alto Paranaíba,Indianópolis
Triângulo Mineiro/Alto Paranaíba,Monte Alegre de Minas
Triângulo Mineiro/Alto Paranaíba,Prata
Triângulo Mineiro/Alto Paranaíba,Tupaciguara
Triângulo Mineiro/Alto Paranaíba,Uberlândia
Triângulo Mineiro/Alto Paranaíba,Abadia dos Dourados
Triângulo Mineiro/Alto Paranaíba,Coromandel
Triângulo Mineiro/Alto Paranaíba,Cruzeiro da Fortaleza
Triângulo Mineiro/Alto Paranaíba,Douradoquara
Triângulo Mineiro/Alto Paranaíba,Estrela do Sul
Triângulo Mineiro/Alto Paranaíba,Grupiara
Triângulo Mineiro/Alto Paranaíba,Iraí de Minas
Triângulo Mineiro/Alto Paranaíba,Monte Carmelo
Triângulo Mineiro/Alto Paranaíba,Patrocínio
Triângulo Mineiro/Alto Paranaíba,Romaria
Triângulo Mineiro/Alto Paranaíba,Serra do Salitre
Triângulo Mineiro/Alto Paranaíba,Arapuá
Triângulo Mineiro/Alto Paranaíba,Carmo do Paranaíba
Triângulo Mineiro/Alto Paranaíba,Guimarânia
Triângulo Mineiro/Alto Paranaíba,Lagoa Formosa
Triângulo Mineiro/Alto Paranaíba,Matutina
Triângulo Mineiro/Alto Paranaíba,Patos de Minas
Triângulo Mineiro/Alto Paranaíba,Rio Paranaíba
Triângulo Mineiro/Alto Paranaíba,Santa Rosa da Serra
Triângulo Mineiro/Alto Paranaíba,São Gotardo
Triângulo Mineiro/Alto Paranaíba,Tiros
Triângulo Mineiro/Alto Paranaíba,Campina Verde
Triângulo Mineiro/Alto Paranaíba,Carneirinho
Triângulo Mineiro/Alto Paranaíba,Comendador Gomes
Triângulo Mineiro/Alto Paranaíba,Fronteira
Triângulo Mineiro/Alto Paranaíba,Frutal
Triângulo Mineiro/Alto Paranaíba,Itapagipe
Triângulo Mineiro/Alto Paranaíba,Iturama
Triângulo Mineiro/Alto Paranaíba,Limeira do Oeste
Triângulo Mineiro/Alto Paranaíba,Pirajuba
Triângulo Mineiro/Alto Paranaíba,Planura
Triângulo Mineiro/Alto Paranaíba,São Francisco de Sales
Triângulo Mineiro/Alto Paranaíba,União de Minas
Triângulo Mineiro/Alto Paranaíba,Água Comprida
Triângulo Mineiro/Alto Paranaíba,Campo Florido
Triângulo Mineiro/Alto Paranaíba,Conceição das Alagoas
Triângulo Mineiro/Alto Paranaíba,Conquista
Triângulo Mineiro/Alto Paranaíba,Delta
Triângulo Mineiro/Alto Paranaíba,Uberaba
Triângulo Mineiro/Alto Paranaíba,Veríssimo
Triângulo Mineiro/Alto Paranaíba,Araxá
Triângulo Mineiro/Alto Paranaíba,Campos Altos
Triângulo Mineiro/Alto Paranaíba,Ibiá
Triângulo Mineiro/Alto Paranaíba,Nova Ponte
Triângulo Mineiro/Alto Paranaíba,Pedrinópolis
Triângulo Mineiro/Alto Paranaíba,Perdizes
Triângulo Mineiro/Alto Paranaíba,Pratinha
Triângulo Mineiro/Alto Paranaíba,Sacramento
Triângulo Mineiro/Alto Paranaíba,Santa Juliana
Triângulo Mineiro/Alto Paranaíba,Tapira
Central Mineira,Abaeté
Central Mineira,Biquinhas
Central Mineira,Cedro do Abaeté
Central Mineira,Morada Nova de Minas
Central Mineira,Paineiras
Central Mineira,Pompéu
Central Mineira,Três Marias
Central Mineira,Augusto de Lima
Central Mineira,Buenópolis
Central Mineira,Corinto
Central Mineira,Curvelo
Central Mineira,Felixlândia
Central Mineira,Inimutaba
Central Mineira,Joaquim Felício
Central Mineira,Monjolos
Central Mineira,Morro da Garça
Central Mineira,Presidente Juscelino
Central Mineira,Santo Hipólito
Central Mineira,Araújos
Central Mineira,Bom Despacho
Central Mineira,Dores do Indaiá
Central Mineira,Estrela do Indaiá
Central Mineira,Japaraíba
Central Mineira,Lagoa da Prata
Central Mineira,Leandro Ferreira
Central Mineira,Luz
Central Mineira,Martinho Campos
Central Mineira,Moema
Central Mineira,Quartel Geral
Central Mineira,Serra da Saudade
Metropolitana de Belo Horizonte,Araçaí
Metropolitana de Belo Horizonte,Baldim
Metropolitana de Belo Horizonte,Cachoeira da Prata
Metropolitana de Belo Horizonte,Caetanópolis
Metropolitana de Belo Horizonte,Capim Branco
Metropolitana de Belo Horizonte,Cordisburgo
Metropolitana de Belo Horizonte,Fortuna de Minas
Metropolitana de Belo Horizonte,Funilândia
Metropolitana de Belo Horizonte,Inhaúma
Metropolitana de Belo Horizonte,Jaboticatubas
Metropolitana de Belo Horizonte,Jequitibá
Metropolitana de Belo Horizonte,Maravilhas
Metropolitana de Belo Horizonte,Matozinhos
Metropolitana de Belo Horizonte,Papagaios
Metropolitana de Belo Horizonte,Paraopeba
Metropolitana de Belo Horizonte,Pequi
Metropolitana de Belo Horizonte,Prudente de Morais
Metropolitana de Belo Horizonte,Santana de Pirapama
Metropolitana de Belo Horizonte,Santana do Riacho
Metropolitana de Belo Horizonte,Sete Lagoas
Metropolitana de Belo Horizonte,Alvorada de Minas
Metropolitana de Belo Horizonte,Conceição do Mato Dentro
Metropolitana de Belo Horizonte,Congonhas do Norte
Metropolitana de Belo Horizonte,Dom Joaquim
Metropolitana de Belo Horizonte,Itambé do Mato Dentro
Metropolitana de Belo Horizonte,Morro do Pilar
Metropolitana de Belo Horizonte,Passabém
Metropolitana de Belo Horizonte,Rio Vermelho
Metropolitana de Belo Horizonte,Santo Antônio do Itambé
Metropolitana de Belo Horizonte,Santo Antônio do Rio Abaixo
Metropolitana de Belo Horizonte,São Sebastião do Rio Preto
Metropolitana de Belo Horizonte,Serra Azul de Minas
Metropolitana de Belo Horizonte,Serro
Metropolitana de Belo Horizonte,Florestal
Metropolitana de Belo Horizonte,Onça de Pitangui
Metropolitana de Belo Horizonte,Pará de Minas
Metropolitana de Belo Horizonte,Pitangui
Metropolitana de Belo Horizonte,São José da Varginha
Metropolitana de Belo Horizonte,Belo Horizonte
Metropolitana de Belo Horizonte,Betim
Metropolitana de Belo Horizonte,Brumadinho
Metropolitana de Belo Horizonte,Caeté
Metropolitana de Belo Horizonte,Confins
Metropolitana de Belo Horizonte,Contagem
Metropolitana de Belo Horizonte,Esmeraldas
Metropolitana de Belo Horizonte,Ibirité
Metropolitana de Belo Horizonte,Igarapé
Metropolitana de Belo Horizonte,Juatuba
Metropolitana de Belo Horizonte,Lagoa Santa
Metropolitana de Belo Horizonte,Mário Campos
Metropolitana de Belo Horizonte,Mateus Leme
Metropolitana de Belo Horizonte,Nova Lima
Metropolitana de Belo Horizonte,Pedro Leopoldo
Metropolitana de Belo Horizonte,Raposos
Metropolitana de Belo Horizonte,Ribeirão das Neves
Metropolitana de Belo Horizonte,Rio Acima
Metropolitana de Belo Horizonte,Sabará
Metropolitana de Belo Horizonte,Santa Luzia
Metropolitana de Belo Horizonte,São Joaquim de Bicas
Metropolitana de Belo Horizonte,São José da Lapa
Metropolitana de Belo Horizonte,Sarzedo
Metropolitana de Belo Horizonte,Vespasiano
Metropolitana de Belo Horizonte,Alvinópolis
Metropolitana de Belo Horizonte,Barão de Cocais
Metropolitana de Belo Horizonte,Bela Vista de Minas
Metropolitana de Belo Horizonte,Bom Jesus do Amparo
Metropolitana de Belo Horizonte,Catas Altas
Metropolitana de Belo Horizonte,Dionísio
Metropolitana de Belo Horizonte,Ferros
Metropolitana de Belo Horizonte,Itabira
Metropolitana de Belo Horizonte,João Monlevade
Metropolitana de Belo Horizonte,Nova Era
Metropolitana de Belo Horizonte,Nova União
Metropolitana de Belo Horizonte,Rio Piracicaba
Metropolitana de Belo Horizonte,Santa Bárbara
Metropolitana de Belo Horizonte,Santa Maria de Itabira
Metropolitana de Belo Horizonte,São Domingos do Prata
Metropolitana de Belo Horizonte,São Gonçalo do Rio Abaixo
Metropolitana de Belo Horizonte,São José do Goiabal
Metropolitana de Belo Horizonte,Taquaraçu de Minas
Metropolitana de Belo Horizonte,Belo Vale
Metropolitana de Belo Horizonte,Bonfim
Metropolitana de Belo Horizonte,Crucilândia
Metropolitana de Belo Horizonte,Itaguara
Metropolitana de Belo Horizonte,Itatiaiuçu
Metropolitana de Belo Horizonte,Jeceaba
Metropolitana de Belo Horizonte,Moeda
Metropolitana de Belo Horizonte,Piedade dos Gerais
Metropolitana de Belo Horizonte,Rio Manso
Metropolitana de Belo Horizonte,Diogo de Vasconcelos
Metropolitana de Belo Horizonte,Itabirito
Metropolitana de Belo Horizonte,Mariana
Metropolitana de Belo Horizonte,Ouro Preto
Metropolitana de Belo Horizonte,Casa Grande
Metropolitana de Belo Horizonte,Catas Altas da Noruega
Metropolitana de Belo Horizonte,Congonhas
Metropolitana de Belo Horizonte,Conselheiro Lafaiete
Metropolitana de Belo Horizonte,Cristiano Otoni
Metropolitana de Belo Horizonte,Desterro de Entre Rios
Metropolitana de Belo Horizonte,Entre Rios de Minas
Metropolitana de Belo Horizonte,Itaverava
Metropolitana de Belo Horizonte,Ouro Branco
Metropolitana de Belo Horizonte,Queluzito
Metropolitana de Belo Horizonte,Santana dos Montes
Metropolitana de Belo Horizonte,São Brás do Suaçuí
Vale do Rio Doce,Braúnas
Vale do Rio Doce,Carmésia
Vale do Rio Doce,Coluna
Vale do Rio Doce,Divinolândia de Minas
Vale do Rio Doce,Dores de Guanhães
Vale do Rio Doce,Gonzaga
Vale do Rio Doce,Guanhães
Vale do Rio Doce,Materlândia
Vale do Rio Doce,Paulistas
Vale do Rio Doce,Sabinópolis
Vale do Rio Doce,Santa Efigênia de Minas
Vale do Rio Doce,São João Evangelista
Vale do Rio Doce,Sardoá
Vale do Rio Doce,Senhora do Porto
Vale do Rio Doce,Virginópolis
Vale do Rio Doce,Água Boa
Vale do Rio Doce,Cantagalo
Vale do Rio Doce,Frei Lagonegro
Vale do Rio Doce,José Raydan
Vale do Rio Doce,Peçanha
Vale do Rio Doce,Santa Maria do Suaçuí
Vale do Rio Doce,São José do Jacuri
Vale do Rio Doce,São Pedro do Suaçuí
Vale do Rio Doce,São Sebastião do Maranhão
Vale do Rio Doce,Alpercata
Vale do Rio Doce,Campanário
Vale do Rio Doce,Capitão Andrade
Vale do Rio Doce,Coroaci
Vale do Rio Doce,Divino das Laranjeiras
Vale do Rio Doce,Engenheiro Caldas
Vale do Rio Doce,Fernandes Tourinho
Vale do Rio Doce,Frei Inocêncio
Vale do Rio Doce,Galiléia
Vale do Rio Doce,Governador Valadares
Vale do Rio Doce,Itambacuri
Vale do Rio Doce,Itanhomi
Vale do Rio Doce,Jampruca
Vale do Rio Doce,Marilac
Vale do Rio Doce,Mathias Lobato
Vale do Rio Doce,Nacip Raydan
Vale do Rio Doce,Nova Módica
Vale do Rio Doce,Pescador
Vale do Rio Doce,São Geraldo da Piedade
Vale do Rio Doce,São Geraldo do Baixio
Vale do Rio Doce,São José da Safira
Vale do Rio Doce,São José do Divino
Vale do Rio Doce,Sobrália
Vale do Rio Doce,Tumiritinga
Vale do Rio Doce,Virgolândia
Vale do Rio Doce,Central de Minas
Vale do Rio Doce,Itabirinha
Vale do Rio Doce,Mantena
Vale do Rio Doce,Mendes Pimentel
Vale do Rio Doce,Nova Belém
Vale do Rio Doce,São Félix de Minas
Vale do Rio Doce,São João do Manteninha
Vale do Rio Doce,Açucena
Vale do Rio Doce,Antônio Dias
Vale do Rio Doce,Belo Oriente
Vale do Rio Doce,Coronel Fabriciano
Vale do Rio Doce,Ipatinga
Vale do Rio Doce,Jaguaraçu
Vale do Rio Doce,Joanésia
Vale do Rio Doce,Marliéria
Vale do Rio Doce,Mesquita
Vale do Rio Doce,Naque
Vale do Rio Doce,Periquito
Vale do Rio Doce,Santana do Paraíso
Vale do Rio Doce,Timóteo
Vale do Rio Doce,Bom Jesus do Galho
Vale do Rio Doce,Bugre
Vale do Rio Doce,Caratinga
Vale do Rio Doce,Córrego Novo
Vale do Rio Doce,Dom Cavati
Vale do Rio Doce,Entre Folhas
Vale do Rio Doce,Iapu
Vale do Rio Doce,Imbé de Minas
Vale do Rio Doce,Inhapim
Vale do Rio Doce,Ipaba
Vale do Rio Doce,Piedade de Caratinga
Vale do Rio Doce,Pingo-d'Água
Vale do Rio Doce,Santa Bárbara do Leste
Vale do Rio Doce,Santa Rita de Minas
Vale do Rio Doce,São Domingos das Dores
Vale do Rio Doce,São João do Oriente
Vale do Rio Doce,São Sebastião do Anta
Vale do Rio Doce,Tarumirim
Vale do Rio Doce,Ubaporanga
Vale do Rio Doce,Vargem Alegre
Vale do Rio Doce,Aimorés
Vale do Rio Doce,Alvarenga
Vale do Rio Doce,Conceição de Ipanema
Vale do Rio Doce,Conselheiro Pena
Vale do Rio Doce,Cuparaque
Vale do Rio Doce,Goiabeira
Vale do Rio Doce,Ipanema
Vale do Rio Doce,Itueta
Vale do Rio Doce,Mutum
Vale do Rio Doce,Pocrane
Vale do Rio Doce,Resplendor
Vale do Rio Doce,Santa Rita do Itueto
Vale do Rio Doce,Taparuba
Oeste de Minas,Bambuí
Oeste de Minas,Córrego Danta
Oeste de Minas,Doresópolis
Oeste de Minas,Iguatama
Oeste de Minas,Medeiros
Oeste de Minas,Piumhi
Oeste de Minas,São Roque de Minas
Oeste de Minas,Tapiraí
Oeste de Minas,Vargem Bonita
Oeste de Minas,Carmo do Cajuru
Oeste de Minas,Cláudio
Oeste de Minas,Conceição do Pará
Oeste de Minas,Divinópolis
Oeste de Minas,Igaratinga
Oeste de Minas,Itaúna
Oeste de Minas,Nova Serrana
Oeste de Minas,Perdigão
Oeste de Minas,Santo Antônio do Monte
Oeste de Minas,São Gonçalo do Pará
Oeste de Minas,São Sebastião do Oeste
Oeste de Minas,Arcos
Oeste de Minas,Camacho
Oeste de Minas,Córrego Fundo
Oeste de Minas,Formiga
Oeste de Minas,Itapecerica
Oeste de Minas,Pains
Oeste de Minas,Pedra do Indaiá
Oeste de Minas,Pimenta
Oeste de Minas,Aguanil
Oeste de Minas,Campo Belo
Oeste de Minas,Cana Verde
Oeste de Minas,Candeias
Oeste de Minas,Cristais
Oeste de Minas,Perdões
Oeste de Minas,Santana do Jacaré
Oeste de Minas,Bom Sucesso
Oeste de Minas,Carmo da Mata
Oeste de Minas,Carmópolis de Minas
Oeste de Minas,Ibituruna
Oeste de Minas,Oliveira
Oeste de Minas,Passa Tempo
Oeste de Minas,Piracema
Oeste de Minas,Santo Antônio do Amparo
Oeste de Minas,São Francisco de Paula
Sul/Sudoeste de Minas,Alpinópolis
Sul/Sudoeste de Minas,Bom Jesus da Penha
Sul/Sudoeste de Minas,Capetinga
Sul/Sudoeste de Minas,Capitólio
Sul/Sudoeste de Minas,Cássia
Sul/Sudoeste de Minas,Claraval
Sul/Sudoeste de Minas,Delfinópolis
Sul/Sudoeste de Minas,Fortaleza de Minas
Sul/Sudoeste de Minas,Ibiraci
Sul/Sudoeste de Minas,Itaú de Minas
Sul/Sudoeste de Minas,Passos
Sul/Sudoeste de Minas,Pratápolis
Sul/Sudoeste de Minas,São João Batista do Glória
Sul/Sudoeste de Minas,São José da Barra
Sul/Sudoeste de Minas,Arceburgo
Sul/Sudoeste de Minas,Cabo Verde
Sul/Sudoeste de Minas,Guaranésia
Sul/Sudoeste de Minas,Guaxupé
Sul/Sudoeste de Minas,Itamogi
Sul/Sudoeste de Minas,Jacuí
Sul/Sudoeste de Minas,Juruaia
Sul/Sudoeste de Minas,Monte Belo
Sul/Sudoeste de Minas,Monte Santo de Minas
Sul/Sudoeste de Minas,Muzambinho
Sul/Sudoeste de Minas,Nova Resende
Sul/Sudoeste de Minas,São Pedro da União
Sul/Sudoeste de Minas,São Sebastião do Paraíso
Sul/Sudoeste de Minas,São Tomás de Aquino
Sul/Sudoeste de Minas,Alfenas
Sul/Sudoeste de Minas,Alterosa
Sul/Sudoeste de Minas,Areado
Sul/Sudoeste de Minas,Carmo do Rio Claro
Sul/Sudoeste de Minas,Carvalhópolis
Sul/Sudoeste de Minas,Conceição da Aparecida
Sul/Sudoeste de Minas,Divisa Nova
Sul/Sudoeste de Minas,Fama
Sul/Sudoeste de Minas,Machado
Sul/Sudoeste de Minas,Paraguaçu
Sul/Sudoeste de Minas,Poço Fundo
Sul/Sudoeste de Minas,Serrania
Sul/Sudoeste de Minas,Boa Esperança
Sul/Sudoeste de Minas,Campanha
Sul/Sudoeste de Minas,Campo do Meio
Sul/Sudoeste de Minas,Campos Gerais
Sul/Sudoeste de Minas,Carmo da Cachoeira
Sul/Sudoeste de Minas,Coqueiral
Sul/Sudoeste de Minas,Elói Mendes
Sul/Sudoeste de Minas,Guapé
Sul/Sudoeste de Minas,Ilicínea
Sul/Sudoeste de Minas,Monsenhor Paulo
Sul/Sudoeste de Minas,Santana da Vargem
Sul/Sudoeste de Minas,São Bento Abade
Sul/Sudoeste de Minas,São Tomé das Letras
Sul/Sudoeste de Minas,Três Corações
Sul/Sudoeste de Minas,Três Pontas
Sul/Sudoeste de Minas,Varginha
Sul/Sudoeste de Minas,Albertina
Sul/Sudoeste de Minas,Andradas
Sul/Sudoeste de Minas,Bandeira do Sul
Sul/Sudoeste de Minas,Botelhos
Sul/Sudoeste de Minas,Caldas
Sul/Sudoeste de Minas,Campestre
Sul/Sudoeste de Minas,Ibitiúra de Minas
Sul/Sudoeste de Minas,Inconfidentes
Sul/Sudoeste de Minas,Jacutinga
Sul/Sudoeste de Minas,Monte Sião
Sul/Sudoeste de Minas,Ouro Fino
Sul/Sudoeste de Minas,Poços de Caldas
Sul/Sudoeste de Minas,Santa Rita de Caldas
Sul/Sudoeste de Minas,Bom Repouso
Sul/Sudoeste de Minas,Borda da Mata
Sul/Sudoeste de Minas,Bueno Brandão
Sul/Sudoeste de Minas,Camanducaia
Sul/Sudoeste de Minas,Cambuí
Sul/Sudoeste de Minas,Congonhal
Sul/Sudoeste de Minas,Córrego do Bom Jesus
Sul/Sudoeste de Minas,Espírito Santo do Dourado
Sul/Sudoeste de Minas,Estiva
Sul/Sudoeste de Minas,Extrema
Sul/Sudoeste de Minas,Gonçalves
Sul/Sudoeste de Minas,Ipuiúna
Sul/Sudoeste de Minas,Itapeva
Sul/Sudoeste de Minas,Munhoz
Sul/Sudoeste de Minas,Pouso Alegre
Sul/Sudoeste de Minas,Sapucaí-Mirim
Sul/Sudoeste de Minas,Senador Amaral
Sul/Sudoeste de Minas,Senador José Bento
Sul/Sudoeste de Minas,Tocos do Moji
Sul/Sudoeste de Minas,Toledo
Sul/Sudoeste de Minas,Cachoeira de Minas
Sul/Sudoeste de Minas,Careaçu
Sul/Sudoeste de Minas,Conceição das Pedras
Sul/Sudoeste de Minas,Conceição dos Ouros
Sul/Sudoeste de Minas,Cordislândia
Sul/Sudoeste de Minas,Heliodora
Sul/Sudoeste de Minas,Natércia
Sul/Sudoeste de Minas,Pedralva
Sul/Sudoeste de Minas,Santa Rita do Sapucaí
Sul/Sudoeste de Minas,São Gonçalo do Sapucaí
Sul/Sudoeste de Minas,São João da Mata
Sul/Sudoeste de Minas,São José do Alegre
Sul/Sudoeste de Minas,São Sebastião da Bela Vista
Sul/Sudoeste de Minas,Silvianópolis
Sul/Sudoeste de Minas,Turvolândia
Sul/Sudoeste de Minas,Alagoa
Sul/Sudoeste de Minas,Baependi
Sul/Sudoeste de Minas,Cambuquira
Sul/Sudoeste de Minas,Carmo de Minas
Sul/Sudoeste de Minas,Caxambu
Sul/Sudoeste de Minas,Conceição do Rio Verde
Sul/Sudoeste de Minas,Itamonte
Sul/Sudoeste de Minas,Itanhandu
Sul/Sudoeste de Minas,Jesuânia
Sul/Sudoeste de Minas,Lambari
Sul/Sudoeste de Minas,Olímpio Noronha
Sul/Sudoeste de Minas,Passa Quatro
Sul/Sudoeste de Minas,Pouso Alto
Sul/Sudoeste de Minas,São Lourenço
Sul/Sudoeste de Minas,São Sebastião do Rio Verde
Sul/Sudoeste de Minas,Soledade de Minas
Sul/Sudoeste de Minas,Aiuruoca
Sul/Sudoeste de Minas,Andrelândia
Sul/Sudoeste de Minas,Arantina
Sul/Sudoeste de Minas,Bocaina de Minas
Sul/Sudoeste de Minas,Bom Jardim de Minas
Sul/Sudoeste de Minas,Carvalhos
Sul/Sudoeste de Minas,Cruzília
Sul/Sudoeste de Minas,Liberdade
Sul/Sudoeste de Minas,Minduri
Sul/Sudoeste de Minas,Passa Vinte
Sul/Sudoeste de Minas,São Vicente de Minas
Sul/Sudoeste de Minas,Seritinga
Sul/Sudoeste de Minas,Serranos
Sul/Sudoeste de Minas,Brazópolis
Sul/Sudoeste de Minas,Consolação
Sul/Sudoeste de Minas,Cristina
Sul/Sudoeste de Minas,Delfim Moreira
Sul/Sudoeste de Minas,Dom Viçoso
Sul/Sudoeste de Minas,Itajubá
Sul/Sudoeste de Minas,Maria da Fé
Sul/Sudoeste de Minas,Marmelópolis
Sul/Sudoeste de Minas,Paraisópolis
Sul/Sudoeste de Minas,Piranguçu
Sul/Sudoeste de Minas,Piranguinho
Sul/Sudoeste de Minas,Virgínia
Sul/Sudoeste de Minas,Wenceslau Braz
Campo das Vertentes,Carrancas
Campo das Vertentes,Ijaci
Campo das Vertentes,Ingaí
Campo das Vertentes,Itumirim
Campo das Vertentes,Itutinga
Campo das Vertentes,Lavras
Campo das Vertentes,Luminárias
Campo das Vertentes,Nepomuceno
Campo das Vertentes,Ribeirão Vermelho
Campo das Vertentes,Conceição da Barra de Minas
Campo das Vertentes,Coronel Xavier Chaves
Campo das Vertentes,Dores de Campos
Campo das Vertentes,Lagoa Dourada
Campo das Vertentes,Madre de Deus de Minas
Campo das Vertentes,Nazareno
Campo das Vertentes,Piedade do Rio Grande
Campo das Vertentes,Prados
Campo das Vertentes,Resende Costa
Campo das Vertentes,Ritápolis
Campo das Vertentes,Santa Cruz de Minas
Campo das Vertentes,Santana do Garambéu
Campo das Vertentes,São João del Rei
Campo das Vertentes,São Tiago
Campo das Vertentes,Tiradentes
Campo das Vertentes,Alfredo Vasconcelos
Campo das Vertentes,Antônio Carlos
Campo das Vertentes,Barbacena
Campo das Vertentes,Barroso
Campo das Vertentes,Capela Nova
Campo das Vertentes,Caranaíba
Campo das Vertentes,Carandaí
Campo das Vertentes,Desterro do Melo
Campo das Vertentes,Ibertioga
Campo das Vertentes,Ressaquinha
Campo das Vertentes,Santa Bárbara do Tugúrio
Campo das Vertentes,Senhora dos Remédios
Zona da Mata,Acaiaca
Zona da Mata,Barra Longa
Zona da Mata,Dom Silvério
Zona da Mata,Guaraciaba
Zona da Mata,Jequeri
Zona da Mata,Oratórios
Zona da Mata,Piedade de Ponte Nova
Zona da Mata,Ponte Nova
Zona da Mata,Raul Soares
Zona da Mata,Rio Casca
Zona da Mata,Rio Doce
Zona da Mata,Santa Cruz do Escalvado
Zona da Mata,Santo Antônio do Grama
Zona da Mata,São Pedro dos Ferros
Zona da Mata,Sem-Peixe
Zona da Mata,Sericita
Zona da Mata,Urucânia
Zona da Mata,Vermelho Novo
Zona da Mata,Abre Campo
Zona da Mata,Alto Caparaó
Zona da Mata,Alto Jequitibá
Zona da Mata,Caparaó
Zona da Mata,Caputira
Zona da Mata,Chalé
Zona da Mata,Durandé
Zona da Mata,Lajinha
Zona da Mata,Luisburgo
Zona da Mata,Manhuaçu
Zona da Mata,Manhumirim
Zona da Mata,Martins Soares
Zona da Mata,Matipó
Zona da Mata,Pedra Bonita
Zona da Mata,Reduto
Zona da Mata,Santa Margarida
Zona da Mata,Santana do Manhuaçu
Zona da Mata,São João do Manhuaçu
Zona da Mata,São José do Mantimento
Zona da Mata,Simonésia
Zona da Mata,Alto Rio Doce
Zona da Mata,Amparo do Serra
Zona da Mata,Araponga
Zona da Mata,Brás Pires
Zona da Mata,Cajuri
Zona da Mata,Canaã
Zona da Mata,Cipotânea
