Município;Dose;Total Doses Aplicadas
SANTA CRUZ DAS PALMEIRAS;3º DOSE;7255
SANTA CRUZ DA ESPERANÇA;3º DOSE;633
SANTA CRUZ DA CONCEIÇÃO;3º DOSE;2062
SANTA CLARA D'OESTE;3º DOSE;866
SANTA BRANCA;3º DOSE;4314
SANTA BÁRBARA D'OESTE;3º DOSE;48337
SANTA ALBERTINA;3º DOSE;2757
SANTA ADÉLIA;3º DOSE;4348
SANDOVALINA;3º DOSE;1050
SALTO GRANDE;3º DOSE;2474
SALTO DE PIRAPORA;3º DOSE;12724
SALTO;3º DOSE;31861
SALTINHO;3º DOSE;2534
SALMOURÃO;3º DOSE;1664
SALESÓPOLIS;3º DOSE;4829
SALES OLIVEIRA;3º DOSE;3629
SALES;3º DOSE;2316
SAGRES;3º DOSE;651
SABINO;3º DOSE;2039
RUBINÉIA;3º DOSE;1313
RUBIÁCEA;3º DOSE;1039
ROSEIRA;3º DOSE;3104
ROSANA;3º DOSE;5064
RIVERSUL;3º DOSE;2423
RIOLÂNDIA;3º DOSE;2950
RIO GRANDE DA SERRA;3º DOSE;4620
RIO DAS PEDRAS;3º DOSE;7688
RIO CLARO;3º DOSE;63065
RINÓPOLIS;3º DOSE;2679
RINCÃO;3º DOSE;3377
RIFAINA;3º DOSE;1300
RIBEIRÃO PRETO;3º DOSE;242051
RIBEIRÃO PIRES;3º DOSE;29002
RIBEIRÃO GRANDE;3º DOSE;2833
RIBEIRÃO DOS ÍNDIOS;3º DOSE;1217
RIBEIRÃO DO SUL;3º DOSE;2290
RIBEIRÃO CORRENTE;3º DOSE;1167
RIBEIRÃO BRANCO;3º DOSE;4362
RIBEIRÃO BONITO;3º DOSE;4254
RIBEIRA;3º DOSE;1140
RESTINGA;3º DOSE;2660
REGISTRO;3º DOSE;15292
REGINÓPOLIS;3º DOSE;4413
REGENTE FEIJÓ;3º DOSE;6814
REDENÇÃO DA SERRA;3º DOSE;1327
RANCHARIA;3º DOSE;9644
RAFARD;3º DOSE;2483
QUINTANA;3º DOSE;2632
QUELUZ;3º DOSE;1787
QUEIROZ;3º DOSE;1055
QUATÁ;3º DOSE;4542
QUADRA;3º DOSE;1072
PROMISSÃO;3º DOSE;12674
PRESIDENTE VENCESLAU;3º DOSE;11285
PRESIDENTE PRUDENTE;3º DOSE;71013
PRESIDENTE EPITÁCIO;3º DOSE;10704
PRESIDENTE BERNARDES;3º DOSE;5050
PRESIDENTE ALVES;3º DOSE;1416
PRATÂNIA;3º DOSE;1378
PRAIA GRANDE;3º DOSE;54776
PRADÓPOLIS;3º DOSE;5904
PRACINHA;3º DOSE;1801
POTIRENDABA;3º DOSE;5232
POTIM;3º DOSE;4062
PORTO FERREIRA;3º DOSE;16011
PORTO FELIZ;3º DOSE;13798
PORANGABA;3º DOSE;3167
POPULINA;3º DOSE;2108
PONTES GESTAL;3º DOSE;1131
PONTALINDA;3º DOSE;1289
PONTAL;3º DOSE;10100
PONGAÍ;3º DOSE;1446
POMPÉIA;3º DOSE;6938
POLONI;3º DOSE;2782
POÁ;3º DOSE;27515
PLATINA;3º DOSE;1113
PLANALTO;3º DOSE;1583
PITANGUEIRAS;3º DOSE;10289
PIRATININGA;3º DOSE;4656
PIRASSUNUNGA;3º DOSE;23600
PIRAPOZINHO;3º DOSE;8519
PIRAPORA DO BOM JESUS;3º DOSE;3555
PIRANGI;3º DOSE;4376
PIRAJUÍ;3º DOSE;5799
PIRAJU;3º DOSE;9139
PIRACICABA;3º DOSE;101362
PIRACAIA;3º DOSE;8555
PIQUETE;3º DOSE;3605
PIQUEROBI;3º DOSE;969
PINHALZINHO;3º DOSE;4201
PINDORAMA;3º DOSE;5355
PINDAMONHANGABA;3º DOSE;39829
PILAR DO SUL;3º DOSE;8415
PIEDADE;3º DOSE;11863
PIACATU;3º DOSE;1651
PERUÍBE;3º DOSE;18183
PEREIRAS;3º DOSE;2665
PEREIRA BARRETO;3º DOSE;8320
PENÁPOLIS;3º DOSE;20141
PEDRO DE TOLEDO;3º DOSE;3296
PEDRINHAS PAULISTA;3º DOSE;1461
PEDREIRA;3º DOSE;13316
PEDREGULHO;3º DOSE;4889
PEDRANÓPOLIS;3º DOSE;1084
PEDRA BELA;3º DOSE;2520
PEDERNEIRAS;3º DOSE;10136
PAULO DE FARIA;3º DOSE;3227
PAULISTÂNIA;3º DOSE;828
PAULÍNIA;3º DOSE;32430
PAULICÉIA;3º DOSE;1794
PATROCÍNIO PAULISTA;3º DOSE;4570
PARISI;3º DOSE;1382
PARIQUERA-AÇU;3º DOSE;6034
PARDINHO;3º DOSE;1754
PARAPUÃ;3º DOSE;3653
PARANAPUÃ;3º DOSE;1446
PARANAPANEMA;3º DOSE;6299
PARAÍSO;3º DOSE;2124
PARAIBUNA;3º DOSE;3340
PARAGUAÇU PAULISTA;3º DOSE;15116
PANORAMA;3º DOSE;4144
PALMITAL;3º DOSE;8459
PALMEIRA D'OESTE;3º DOSE;4755
PALMARES PAULISTA;3º DOSE;3078
PALESTINA;3º DOSE;3480
PACAEMBU;3º DOSE;4343
OUROESTE;3º DOSE;3687
OURO VERDE;3º DOSE;1943
OURINHOS;3º DOSE;30321
OSVALDO CRUZ;3º DOSE;9665
OSCAR BRESSANE;3º DOSE;1294
OSASCO;3º DOSE;201801
ORLÂNDIA;3º DOSE;11953
ORINDIÚVA;3º DOSE;2112
ORIENTE;3º DOSE;1755
ONDA VERDE;3º DOSE;1378
OLÍMPIA;3º DOSE;15350
ÓLEO;3º DOSE;927
OCAUÇU;3º DOSE;1721
NUPORANGA;3º DOSE;1954
NOVO HORIZONTE;3º DOSE;14105
NOVAIS;3º DOSE;961
NOVA ODESSA;3º DOSE;13425
NOVA LUZITÂNIA;3º DOSE;1075
NOVA INDEPENDÊNCIA;3º DOSE;1780
NOVA GUATAPORANGA;3º DOSE;885
NOVA GRANADA;3º DOSE;7514
NOVA EUROPA;3º DOSE;4106
NOVA CASTILHO;3º DOSE;512
NOVA CANAÃ PAULISTA;3º DOSE;914
NOVA CAMPINA;3º DOSE;4336
NOVA ALIANÇA;3º DOSE;2595
NIPOÃ;3º DOSE;1640
NHANDEARA;3º DOSE;4016
NEVES PAULISTA;3º DOSE;4386
NAZARÉ PAULISTA;3º DOSE;5584
NATIVIDADE DA SERRA;3º DOSE;1483
NARANDIBA;3º DOSE;1783
NANTES;3º DOSE;896
MURUTINGA DO SUL;3º DOSE;1761
MOTUCA;3º DOSE;1621
MORUNGABA;3º DOSE;4375
MORRO AGUDO;3º DOSE;9204
MONTEIRO LOBATO;3º DOSE;1347
MONTE MOR;3º DOSE;12808
MONTE CASTELO;3º DOSE;1288
MONTE AZUL PAULISTA;3º DOSE;5631
MONTE APRAZÍVEL;3º DOSE;8354
MONTE ALTO;3º DOSE;17295
MONTE ALEGRE DO SUL;3º DOSE;2869
MONGAGUÁ;3º DOSE;16131
MONÇÕES;3º DOSE;1056
MOMBUCA;3º DOSE;908
MOGI MIRIM;3º DOSE;28639
MOGI GUAÇU;3º DOSE;39807
MOGI DAS CRUZES;3º DOSE;118344
MOCOCA;3º DOSE;23603
MIRASSOLÂNDIA;3º DOSE;1624
MIRASSOL;3º DOSE;19388
MIRANTE DO PARANAPANEMA;3º DOSE;4639
MIRANDÓPOLIS;3º DOSE;8214
MIRACATU;3º DOSE;4537
MIRA ESTRELA;3º DOSE;1493
MINEIROS DO TIETÊ;3º DOSE;4017
MIGUELÓPOLIS;3º DOSE;6143
MESÓPOLIS;3º DOSE;817
MERIDIANO;3º DOSE;1669
MENDONÇA;3º DOSE;2031
MAUÁ;3º DOSE;103594
MATÃO;3º DOSE;26342
MARTINÓPOLIS;3º DOSE;8301
MARINÓPOLIS;3º DOSE;1111
MARÍLIA;3º DOSE;71546
MARIÁPOLIS;3º DOSE;1230
MARAPOAMA;3º DOSE;1313
MARACAÍ;3º DOSE;4392
MARABÁ PAULISTA;3º DOSE;1448
MANDURI;3º DOSE;3818
MAIRIPORÃ;3º DOSE;22793
MAIRINQUE;3º DOSE;13317
MAGDA;3º DOSE;1300
MACEDÔNIA;3º DOSE;1812
MACAUBAL;3º DOSE;2067
MACATUBA;3º DOSE;6077
LUTÉCIA;3º DOSE;1047
LUPÉRCIO;3º DOSE;1135
LUIZIÂNIA;3º DOSE;1479
LUÍS ANTÔNIO;3º DOSE;3297
LUCIANÓPOLIS;3º DOSE;1009
LUCÉLIA;3º DOSE;6462
LOUVEIRA;3º DOSE;13585
LOURDES;3º DOSE;1189
LORENA;3º DOSE;19904
LINS;3º DOSE;25947
LINDÓIA;3º DOSE;2336
LIMEIRA;3º DOSE;69305
LENÇÓIS PAULISTA;3º DOSE;17558
LEME;3º DOSE;29455
LAVRINHAS;3º DOSE;1183
LAVÍNIA;3º DOSE;3538
LARANJAL PAULISTA;3º DOSE;8823
LAGOINHA;3º DOSE;2692
JUQUITIBA;3º DOSE;5557
JUQUIÁ;3º DOSE;4069
JUNQUEIRÓPOLIS;3º DOSE;6521
JUNDIAÍ;3º DOSE;143029
JUMIRIM;3º DOSE;1063
JÚLIO MESQUITA;3º DOSE;1307
JOSÉ BONIFÁCIO;3º DOSE;12188
JOÃO RAMALHO;3º DOSE;1221
JOANÓPOLIS;3º DOSE;3855
JERIQUARA;3º DOSE;1083
JAÚ;3º DOSE;32650
JARINU;3º DOSE;6809
JARDINÓPOLIS;3º DOSE;10577
JANDIRA;3º DOSE;22478
JAMBEIRO;3º DOSE;1695
JALES;3º DOSE;17241
JAGUARIÚNA;3º DOSE;15814
JACUPIRANGA;3º DOSE;3471
JACI;3º DOSE;2510
JACAREÍ;3º DOSE;25795
JABOTICABAL;3º DOSE;24835
JABORANDI;3º DOSE;2429
ITUVERAVA;3º DOSE;16525
ITUPEVA;3º DOSE;12275
ITU;3º DOSE;50145
ITOBI;3º DOSE;2211
ITIRAPUÃ;3º DOSE;1935
ITIRAPINA;3º DOSE;2830
ITATINGA;3º DOSE;6655
ITATIBA;3º DOSE;35828
ITARIRI;3º DOSE;3499
ITARARÉ;3º DOSE;16394
ITAQUAQUECETUBA;3º DOSE;56539
ITAPURA;3º DOSE;1414
ITAPUÍ;3º DOSE;4416
ITAPORANGA;3º DOSE;3932
ITÁPOLIS;3º DOSE;11696
ITAPIRAPUÃ PAULISTA;3º DOSE;1556
ITAPIRA;3º DOSE;26196
ITAPEVI;3º DOSE;25479
ITAPEVA;3º DOSE;34959
ITAPETININGA;3º DOSE;49172
ITAPECERICA DA SERRA;3º DOSE;33908
ITAOCA;3º DOSE;1379
ITANHAÉM;3º DOSE;33663
ITAJU;3º DOSE;854
ITAJOBI;3º DOSE;5641
ITAÍ;3º DOSE;8343
ITABERÁ;3º DOSE;8481
IRAPURU;3º DOSE;3123
IRAPUÃ;3º DOSE;2463
IRACEMÁPOLIS;3º DOSE;5425
IPUÃ;3º DOSE;3502
IPORANGA;3º DOSE;1227
IPIGUÁ;3º DOSE;1701
IPEÚNA;3º DOSE;1642
IPERÓ;3º DOSE;7748
IPAUSSU;3º DOSE;4085
INÚBIA PAULISTA;3º DOSE;1254
INDIAPORÃ;3º DOSE;1565
INDIANA;3º DOSE;1745
INDAIATUBA;3º DOSE;92913
ILHABELA;3º DOSE;8539
ILHA SOLTEIRA;3º DOSE;10101
ILHA COMPRIDA;3º DOSE;3964
IGUAPE;3º DOSE;7651
IGARATÁ;3º DOSE;3092
IGARAPAVA;3º DOSE;8641
IGARAÇU DO TIETÊ;3º DOSE;6522
IEPÊ;3º DOSE;3148
ICÉM;3º DOSE;2470
IBIÚNA;3º DOSE;11156
IBITINGA;3º DOSE;19333
IBIRAREMA;3º DOSE;2375
IBIRÁ;3º DOSE;4297
IBATÉ;3º DOSE;8649
IARAS;3º DOSE;2945
IACRI;3º DOSE;2352
IACANGA;3º DOSE;4614
HORTOLÂNDIA;3º DOSE;46202
HOLAMBRA;3º DOSE;4634
HERCULÂNDIA;3º DOSE;2074
GUZOLÂNDIA;3º DOSE;1863
GUATAPARÁ;3º DOSE;2503
GUARULHOS;3º DOSE;282556
GUARUJÁ;3º DOSE;89132
GUARIBA;3º DOSE;11195
GUAREÍ;3º DOSE;3750
GUARATINGUETÁ;3º DOSE;31568
GUARAREMA;3º DOSE;9210
GUARARAPES;3º DOSE;9338
GUARANTÃ;3º DOSE;2040
GUARANI D'OESTE;3º DOSE;886
GUARACI;3º DOSE;3366
GUARAÇAÍ;3º DOSE;2996
GUARÁ;3º DOSE;6208
GUAPIARA;3º DOSE;5288
GUAPIAÇU;3º DOSE;5971
GUAÍRA;3º DOSE;13848
GUAIMBÊ;3º DOSE;1590
GUAIÇARA;3º DOSE;3280
GLICÉRIO;3º DOSE;1474
GETULINA;3º DOSE;2848
GENERAL SALGADO;3º DOSE;3911
GAVIÃO PEIXOTO;3º DOSE;1668
GASTÃO VIDIGAL;3º DOSE;1258
GARÇA;3º DOSE;13500
GÁLIA;3º DOSE;2946
GABRIEL MONTEIRO;3º DOSE;1204
FRANCO DA ROCHA;3º DOSE;37912
FRANCISCO MORATO;3º DOSE;32681
FRANCA;3º DOSE;97308
FLORÍNEA;3º DOSE;1231
FLÓRIDA PAULISTA;3º DOSE;3976
FLOREAL;3º DOSE;1465
FLORA RICA;3º DOSE;952
FERRAZ DE VASCONCELOS;3º DOSE;35309
FERNÃO;3º DOSE;826
FERNANDÓPOLIS;3º DOSE;28033
FERNANDO PRESTES;3º DOSE;2633
FARTURA;3º DOSE;4743
EUCLIDES DA CUNHA PAULISTA;3º DOSE;2297
ESTRELA DO NORTE;3º DOSE;1266
ESTRELA D'OESTE;3º DOSE;3738
ESTIVA GERBI;3º DOSE;2590
ESPÍRITO SANTO DO TURVO;3º DOSE;1332
ESPÍRITO SANTO DO PINHAL;3º DOSE;14050
ENGENHEIRO COELHO;3º DOSE;3486
EMILIANÓPOLIS;3º DOSE;1072
EMBU-GUAÇU;3º DOSE;15192
EMBU DAS ARTES;3º DOSE;64173
EMBAÚBA;3º DOSE;779
ELISIÁRIO;3º DOSE;1357
ELIAS FAUSTO;3º DOSE;4530
ELDORADO;3º DOSE;3365
ECHAPORÃ;3º DOSE;2077
DUMONT;3º DOSE;2298
DUARTINA;3º DOSE;6101
DRACENA;3º DOSE;13691
DOURADO;3º DOSE;3351
DOLCINÓPOLIS;3º DOSE;1090
DOIS CÓRREGOS;3º DOSE;7597
DOBRADA;3º DOSE;2043
DIVINOLÂNDIA;3º DOSE;5189
DIRCE REIS;3º DOSE;920
DIADEMA;3º DOSE;99458
DESCALVADO;3º DOSE;14135
CUNHA;3º DOSE;6408
CUBATÃO;3º DOSE;26660
CRUZEIRO;3º DOSE;21047
CRUZÁLIA;3º DOSE;1113
CRISTAIS PAULISTA;3º DOSE;2584
CRAVINHOS;3º DOSE;8777
COTIA;3º DOSE;60965
COSMORAMA;3º DOSE;2988
COSMÓPOLIS;3º DOSE;12390
CORUMBATAÍ;3º DOSE;1093
CORONEL MACEDO;3º DOSE;2525
COROADOS;3º DOSE;1866
CORDEIRÓPOLIS;3º DOSE;7875
CONCHAS;3º DOSE;4983
CONCHAL;3º DOSE;6881
COLÔMBIA;3º DOSE;2630
COLINA;3º DOSE;4914
CLEMENTINA;3º DOSE;2086
CHAVANTES;3º DOSE;4280
CHARQUEADA;3º DOSE;4232
CESÁRIO LANGE;3º DOSE;4308
CERQUILHO;3º DOSE;17827
CERQUEIRA CÉSAR;3º DOSE;7939
CEDRAL;3º DOSE;3304
CATIGUÁ;3º DOSE;2919
CATANDUVA;3º DOSE;39906
CASTILHO;3º DOSE;6040
CÁSSIA DOS COQUEIROS;3º DOSE;1047
CASA BRANCA;3º DOSE;5807
CARDOSO;3º DOSE;4207
CARAPICUÍBA;3º DOSE;83749
CARAGUATATUBA;3º DOSE;31373
CAPIVARI;3º DOSE;13499
CAPELA DO ALTO;3º DOSE;4314
CAPÃO BONITO;3º DOSE;13196
CANITAR;3º DOSE;1427
CÂNDIDO RODRIGUES;3º DOSE;1533
CÂNDIDO MOTA;3º DOSE;11248
CANAS;3º DOSE;949
CANANÉIA;3º DOSE;2952
CAMPOS NOVOS PAULISTA;3º DOSE;1447
CAMPOS DO JORDÃO;3º DOSE;13821
CAMPO LIMPO PAULISTA;3º DOSE;18256
CAMPINAS;3º DOSE;306991
CAMPINA DO MONTE ALEGRE;3º DOSE;2293
CAJURU;3º DOSE;6497
CAJOBI;3º DOSE;3517
CAJATI;3º DOSE;5997
CAJAMAR;3º DOSE;21777
CAIUÁ;3º DOSE;1636
CAIEIRAS;3º DOSE;27442
CAIABU;3º DOSE;1274
CAFELÂNDIA;3º DOSE;4660
CACONDE;3º DOSE;4428
CACHOEIRA PAULISTA;3º DOSE;7382
CAÇAPAVA;3º DOSE;25128
CABREÚVA;3º DOSE;9105
CABRÁLIA PAULISTA;3º DOSE;1411
BURITIZAL;3º DOSE;1285
BURITAMA;3º DOSE;7170
BURI;3º DOSE;4741
BROTAS;3º DOSE;6705
BRODOWSKI;3º DOSE;8797
BREJO ALEGRE;3º DOSE;779
BRAÚNA;3º DOSE;1527
BRAGANÇA PAULISTA;3º DOSE;61928
BOTUCATU;3º DOSE;99716
BOREBI;3º DOSE;418
BORBOREMA;3º DOSE;6265
BORACÉIA;3º DOSE;1493
BORÁ;3º DOSE;202
BOM SUCESSO DE ITARARÉ;3º DOSE;1204
BOM JESUS DOS PERDÕES;3º DOSE;6493
BOITUVA;3º DOSE;15253
BOFETE;3º DOSE;2980
BOCAINA;3º DOSE;4856
BOA ESPERANÇA DO SUL;3º DOSE;4460
BIRITIBA MIRIM;3º DOSE;7287
BIRIGUI;3º DOSE;29447
BILAC;3º DOSE;2925
BERTIOGA;3º DOSE;13877
BERNARDINO DE CAMPOS;3º DOSE;4429
BENTO DE ABREU;3º DOSE;1020
BEBEDOURO;3º DOSE;23676
BAURU;3º DOSE;102138
BATATAIS;3º DOSE;27733
BASTOS;3º DOSE;7945
BARUERI;3º DOSE;65840
BARRINHA;3º DOSE;6433
BARRETOS;3º DOSE;42108
BARRA DO TURVO;3º DOSE;1508
BARRA DO CHAPÉU;3º DOSE;1643
BARRA BONITA;3º DOSE;14712
BARIRI;3º DOSE;10608
BARBOSA;3º DOSE;1721
BARÃO DE ANTONINA;3º DOSE;1441
BANANAL;3º DOSE;2886
BÁLSAMO;3º DOSE;3344
BALBINOS;3º DOSE;2510
BADY BASSITT;3º DOSE;4629
AVARÉ;3º DOSE;29635
AVANHANDAVA;3º DOSE;3104
AVAÍ;3º DOSE;1906
AURIFLAMA;3º DOSE;4534
ATIBAIA;3º DOSE;42080
ASSIS;3º DOSE;34629
ASPÁSIA;3º DOSE;810
ARUJÁ;3º DOSE;20361
ARTUR NOGUEIRA;3º DOSE;14140
ARIRANHA;3º DOSE;3393
AREIÓPOLIS;3º DOSE;2321
AREIAS;3º DOSE;1225
AREALVA;3º DOSE;3103
ARCO-ÍRIS;3º DOSE;973
ARARAS;3º DOSE;48024
ARARAQUARA;3º DOSE;75961
ARAPEÍ;3º DOSE;800
ARANDU;3º DOSE;2071
ARAMINA;3º DOSE;1946
ARAÇOIABA DA SERRA;3º DOSE;9878
ARAÇATUBA;3º DOSE;58441
ARAÇARIGUAMA;3º DOSE;3972
APIAÍ;3º DOSE;6585
APARECIDA D'OESTE;3º DOSE;2055
APARECIDA;3º DOSE;8192
ANHUMAS;3º DOSE;1202
ANHEMBI;3º DOSE;1995
ANGATUBA;3º DOSE;5851
ANDRADINA;3º DOSE;16342
ANALÂNDIA;3º DOSE;1250
AMPARO;3º DOSE;24465
AMÉRICO DE CAMPOS;3º DOSE;2853
AMÉRICO BRASILIENSE;3º DOSE;11094
AMERICANA;3º DOSE;58090
ALVINLÂNDIA;3º DOSE;1019
ÁLVARO DE CARVALHO;3º DOSE;2036
ÁLVARES MACHADO;3º DOSE;7159
ÁLVARES FLORENCE;3º DOSE;1644
ALUMÍNIO;3º DOSE;4573
ALTO ALEGRE;3º DOSE;1374
ALTINÓPOLIS;3º DOSE;6374
ALTAIR;3º DOSE;1412
ALFREDO MARCONDES;3º DOSE;2362
ALAMBARI;3º DOSE;1727
AGUDOS;3º DOSE;9974
ÁGUAS DE SÃO PEDRO;3º DOSE;1907
ÁGUAS DE SANTA BÁRBARA;3º DOSE;1656
ÁGUAS DE LINDÓIA;3º DOSE;6816
ÁGUAS DA PRATA;3º DOSE;2660
AGUAÍ;3º DOSE;10371
ADOLFO;3º DOSE;2103
ADAMANTINA;3º DOSE;12929
ZACARIAS;2° DOSE;2112
VOTUPORANGA;2° DOSE;77885
VOTORANTIM;2° DOSE;84034
VITÓRIA BRASIL;2° DOSE;1501
VISTA ALEGRE DO ALTO;2° DOSE;6385
VIRADOURO;2° DOSE;14425
VINHEDO;2° DOSE;61192
VERA CRUZ;2° DOSE;8158
VÁRZEA PAULISTA;2° DOSE;86199
VARGEM GRANDE PAULISTA;2° DOSE;36716
VARGEM GRANDE DO SUL;2° DOSE;32616
VARGEM;2° DOSE;7822
VALPARAÍSO;2° DOSE;19428
VALINHOS;2° DOSE;97872
VALENTIM GENTIL;2° DOSE;11142
URUPÊS;2° DOSE;11236
URU;2° DOSE;1143
URÂNIA;2° DOSE;7160
UNIÃO PAULISTA;2° DOSE;1398
UCHOA;2° DOSE;8117
UBIRAJARA;2° DOSE;4085
UBATUBA;2° DOSE;70291
UBARANA;2° DOSE;4419
TURMALINA;2° DOSE;1689
TURIÚBA;2° DOSE;1603
TUPI PAULISTA;2° DOSE;13650
TUPÃ;2° DOSE;51573
TUIUTI;2° DOSE;5295
TRÊS FRONTEIRAS;2° DOSE;5267
TREMEMBÉ;2° DOSE;39130
TRABIJU;2° DOSE;1450
TORRINHA;2° DOSE;7728
TORRE DE PEDRA;2° DOSE;2326
TIMBURI;2° DOSE;2222
TIETÊ;2° DOSE;30637
TERRA ROXA;2° DOSE;6471
TEODORO SAMPAIO;2° DOSE;17336
TEJUPÁ;2° DOSE;3456
TAUBATÉ;2° DOSE;239675
TATUÍ;2° DOSE;94073
TARUMÃ;2° DOSE;11447
TARABAI;2° DOSE;5417
TAQUARIVAÍ;2° DOSE;4833
TAQUARITUBA;2° DOSE;20450
TAQUARITINGA;2° DOSE;43242
TAQUARAL;2° DOSE;2240
TAPIRATIBA;2° DOSE;10285
TAPIRAÍ;2° DOSE;6427
TANABI;2° DOSE;20666
TAMBAÚ;2° DOSE;16455
TAIÚVA;2° DOSE;5486
TAIAÇU;2° DOSE;4782
TAGUAÍ;2° DOSE;10372
TACIBA;2° DOSE;4603
TABOÃO DA SERRA;2° DOSE;204499
TABATINGA;2° DOSE;11569
TABAPUÃ;2° DOSE;9541
SUZANO;2° DOSE;218664
SUZANÁPOLIS;2° DOSE;2915
SUMARÉ;2° DOSE;210602
SUD MENNUCCI;2° DOSE;6014
SOROCABA;2° DOSE;520371
SOCORRO;2° DOSE;33092
SILVEIRAS;2° DOSE;5195
SEVERÍNIA;2° DOSE;12049
SETE BARRAS;2° DOSE;9786
SERTÃOZINHO;2° DOSE;98084
SERRANA;2° DOSE;38348
SERRA NEGRA;2° DOSE;23346
SERRA AZUL;2° DOSE;11388
SEBASTIANÓPOLIS DO SUL;2° DOSE;2849
SARUTAIÁ;2° DOSE;3033
SARAPUÍ;2° DOSE;7621
SÃO VICENTE;2° DOSE;251347
SÃO SIMÃO;2° DOSE;11230
SÃO SEBASTIÃO DA GRAMA;2° DOSE;8755
SÃO SEBASTIÃO;2° DOSE;67015
SÃO ROQUE;2° DOSE;66441
SÃO PEDRO DO TURVO;2° DOSE;5901
SÃO PEDRO;2° DOSE;27965
SÃO PAULO;2° DOSE;10045567
SÃO MIGUEL ARCANJO;2° DOSE;25840
SÃO MANUEL;2° DOSE;28967
SÃO LUIZ DO PARAITINGA;2° DOSE;9219
SÃO LOURENÇO DA SERRA;2° DOSE;11551
SÃO JOSÉ DOS CAMPOS;2° DOSE;546451
SÃO JOSÉ DO RIO PRETO;2° DOSE;382708
SÃO JOSÉ DO RIO PARDO;2° DOSE;42970
SÃO JOSÉ DO BARREIRO;2° DOSE;3328
SÃO JOSÉ DA BELA VISTA;2° DOSE;6075
SÃO JOAQUIM DA BARRA;2° DOSE;38721
SÃO JOÃO DO PAU D'ALHO;2° DOSE;1886
SÃO JOÃO DE IRACEMA;2° DOSE;1510
SÃO JOÃO DAS DUAS PONTES;2° DOSE;2103
SÃO JOÃO DA BOA VISTA;2° DOSE;74455
SÃO FRANCISCO;2° DOSE;2377
SÃO CARLOS;2° DOSE;205158
SÃO CAETANO DO SUL;2° DOSE;128888
SÃO BERNARDO DO CAMPO;2° DOSE;624255
SÃO BENTO DO SAPUCAÍ;2° DOSE;9780
SANTOS;2° DOSE;352644
SANTÓPOLIS DO AGUAPEÍ;2° DOSE;3220
SANTO EXPEDITO;2° DOSE;2488
SANTO ANTÔNIO DO PINHAL;2° DOSE;5885
SANTO ANTÔNIO DO JARDIM;2° DOSE;5008
SANTO ANTÔNIO DO ARACANGUÁ;2° DOSE;6352
SANTO ANTÔNIO DE POSSE;2° DOSE;17815
SANTO ANTÔNIO DA ALEGRIA;2° DOSE;5879
SANTO ANDRÉ;2° DOSE;542862
SANTO ANASTÁCIO;2° DOSE;14710
SANTANA DE PARNAÍBA;2° DOSE;116261
SANTANA DA PONTE PENSA;2° DOSE;1359
SANTA SALETE;2° DOSE;1423
SANTA ROSA DE VITERBO;2° DOSE;19543
SANTA RITA DO PASSA QUATRO;2° DOSE;21183
SANTA RITA D'OESTE;2° DOSE;2262
SANTA MERCEDES;2° DOSE;2504
SANTA MARIA DA SERRA;2° DOSE;4368
SANTA LÚCIA;2° DOSE;5896
SANTA ISABEL;2° DOSE;42526
SANTA GERTRUDES;2° DOSE;17990
SANTA FÉ DO SUL;2° DOSE;28437
SANTA ERNESTINA;2° DOSE;4733
SANTA CRUZ DO RIO PARDO;2° DOSE;38445
SANTA CRUZ DAS PALMEIRAS;2° DOSE;23279
SANTA CRUZ DA ESPERANÇA;2° DOSE;1740
SANTA CRUZ DA CONCEIÇÃO;2° DOSE;3598
SANTA CLARA D'OESTE;2° DOSE;1988
SANTA BRANCA;2° DOSE;10780
SANTA BÁRBARA D'OESTE;2° DOSE;140490
SANTA ALBERTINA;2° DOSE;5195
SANTA ADÉLIA;2° DOSE;11520
SANDOVALINA;2° DOSE;2953
SALTO GRANDE;2° DOSE;6818
SALTO DE PIRAPORA;2° DOSE;34183
SALTO;2° DOSE;94706
SALTINHO;2° DOSE;6780
SALMOURÃO;2° DOSE;3877
SALESÓPOLIS;2° DOSE;13952
SALES OLIVEIRA;2° DOSE;9270
SALES;2° DOSE;5275
SAGRES;2° DOSE;1904
SABINO;2° DOSE;4320
RUBINÉIA;2° DOSE;2837
RUBIÁCEA;2° DOSE;2340
ROSEIRA;2° DOSE;8244
ROSANA;2° DOSE;13427
RIVERSUL;2° DOSE;4742
RIOLÂNDIA;2° DOSE;9492
RIO GRANDE DA SERRA;2° DOSE;21822
RIO DAS PEDRAS;2° DOSE;24445
RIO CLARO;2° DOSE;157514
RINÓPOLIS;2° DOSE;7342
RINCÃO;2° DOSE;7535
RIFAINA;2° DOSE;3431
RIBEIRÃO PRETO;2° DOSE;519588
RIBEIRÃO PIRES;2° DOSE;90238
RIBEIRÃO GRANDE;2° DOSE;6467
RIBEIRÃO DOS ÍNDIOS;2° DOSE;1811
RIBEIRÃO DO SUL;2° DOSE;3909
RIBEIRÃO CORRENTE;2° DOSE;3825
RIBEIRÃO BRANCO;2° DOSE;14265
RIBEIRÃO BONITO;2° DOSE;9221
RIBEIRA;2° DOSE;2788
RESTINGA;2° DOSE;5650
REGISTRO;2° DOSE;46816
REGINÓPOLIS;2° DOSE;8030
REGENTE FEIJÓ;2° DOSE;15736
REDENÇÃO DA SERRA;2° DOSE;3316
