Município;Dose;Total Doses Aplicadas
SANTA CLARA D'OESTE;3º DOSE;86
SANTA BRANCA;3º DOSE;129
SANTA BÁRBARA D'OESTE;3º DOSE;1396
SANTA ALBERTINA;3º DOSE;63
SANTA ADÉLIA;3º DOSE;250
SANDOVALINA;3º DOSE;73
SALTO GRANDE;3º DOSE;120
SALTO DE PIRAPORA;3º DOSE;552
SALTO;3º DOSE;1694
SALTINHO;3º DOSE;45
SALMOURÃO;3º DOSE;130
SALESÓPOLIS;3º DOSE;262
SALES OLIVEIRA;3º DOSE;149
SALES;3º DOSE;146
SAGRES;3º DOSE;18
SABINO;3º DOSE;47
RUBINÉIA;3º DOSE;61
RUBIÁCEA;3º DOSE;74
ROSEIRA;3º DOSE;141
ROSANA;3º DOSE;280
RIVERSUL;3º DOSE;100
RIOLÂNDIA;3º DOSE;36
RIO GRANDE DA SERRA;3º DOSE;113
RIO DAS PEDRAS;3º DOSE;219
RIO CLARO;3º DOSE;2986
RINÓPOLIS;3º DOSE;124
RINCÃO;3º DOSE;175
RIFAINA;3º DOSE;12
RIBEIRÃO PRETO;3º DOSE;8949
RIBEIRÃO PIRES;3º DOSE;1021
RIBEIRÃO GRANDE;3º DOSE;97
RIBEIRÃO DOS ÍNDIOS;3º DOSE;161
RIBEIRÃO DO SUL;3º DOSE;64
RIBEIRÃO CORRENTE;3º DOSE;71
RIBEIRÃO BRANCO;3º DOSE;73
RIBEIRÃO BONITO;3º DOSE;226
RESTINGA;3º DOSE;114
REGISTRO;3º DOSE;708
REGINÓPOLIS;3º DOSE;172
REGENTE FEIJÓ;3º DOSE;318
REDENÇÃO DA SERRA;3º DOSE;49
RANCHARIA;3º DOSE;532
RAFARD;3º DOSE;145
QUINTANA;3º DOSE;163
QUELUZ;3º DOSE;122
QUEIROZ;3º DOSE;36
QUATÁ;3º DOSE;291
QUADRA;3º DOSE;14
PROMISSÃO;3º DOSE;283
PRESIDENTE VENCESLAU;3º DOSE;893
PRESIDENTE PRUDENTE;3º DOSE;2621
PRESIDENTE EPITÁCIO;3º DOSE;487
PRESIDENTE BERNARDES;3º DOSE;414
PRESIDENTE ALVES;3º DOSE;56
PRATÂNIA;3º DOSE;70
PRAIA GRANDE;3º DOSE;3999
PRADÓPOLIS;3º DOSE;133
PRACINHA;3º DOSE;44
POTIRENDABA;3º DOSE;407
POTIM;3º DOSE;270
PORTO FERREIRA;3º DOSE;634
PORTO FELIZ;3º DOSE;333
PORANGABA;3º DOSE;117
POPULINA;3º DOSE;185
PONTES GESTAL;3º DOSE;23
PONTALINDA;3º DOSE;108
PONTAL;3º DOSE;294
PONGAÍ;3º DOSE;118
POMPÉIA;3º DOSE;357
POLONI;3º DOSE;156
POÁ;3º DOSE;1212
PLATINA;3º DOSE;63
PLANALTO;3º DOSE;49
PITANGUEIRAS;3º DOSE;672
PIRATININGA;3º DOSE;379
PIRASSUNUNGA;3º DOSE;1143
PIRAPOZINHO;3º DOSE;304
PIRAPORA DO BOM JESUS;3º DOSE;208
PIRANGI;3º DOSE;436
PIRAJUÍ;3º DOSE;132
PIRAJU;3º DOSE;519
PIRACICABA;3º DOSE;13
PIRACAIA;3º DOSE;338
PIQUETE;3º DOSE;108
PIQUEROBI;3º DOSE;125
PINHALZINHO;3º DOSE;127
PINDORAMA;3º DOSE;388
PINDAMONHANGABA;3º DOSE;1719
PILAR DO SUL;3º DOSE;166
PIEDADE;3º DOSE;456
PIACATU;3º DOSE;110
PERUÍBE;3º DOSE;1091
PEREIRAS;3º DOSE;140
PEREIRA BARRETO;3º DOSE;283
PENÁPOLIS;3º DOSE;862
PEDRO DE TOLEDO;3º DOSE;189
PEDRINHAS PAULISTA;3º DOSE;159
PEDREIRA;3º DOSE;835
PEDREGULHO;3º DOSE;399
PEDRANÓPOLIS;3º DOSE;99
PEDRA BELA;3º DOSE;58
PEDERNEIRAS;3º DOSE;472
PAULO DE FARIA;3º DOSE;284
PAULISTÂNIA;3º DOSE;82
PAULÍNIA;3º DOSE;635
PAULICÉIA;3º DOSE;45
PATROCÍNIO PAULISTA;3º DOSE;268
PARISI;3º DOSE;115
PARIQUERA-AÇU;3º DOSE;364
PARDINHO;3º DOSE;98
PARAPUÃ;3º DOSE;339
PARANAPUÃ;3º DOSE;127
PARANAPANEMA;3º DOSE;221
PARAÍSO;3º DOSE;134
PARAIBUNA;3º DOSE;175
PARAGUAÇU PAULISTA;3º DOSE;632
PANORAMA;3º DOSE;163
PALMITAL;3º DOSE;729
PALMEIRA D'OESTE;3º DOSE;361
PALMARES PAULISTA;3º DOSE;76
PALESTINA;3º DOSE;181
PACAEMBU;3º DOSE;126
OUROESTE;3º DOSE;296
OURO VERDE;3º DOSE;164
OURINHOS;3º DOSE;1488
OSVALDO CRUZ;3º DOSE;849
OSASCO;3º DOSE;4369
ORLÂNDIA;3º DOSE;473
ORINDIÚVA;3º DOSE;119
ORIENTE;3º DOSE;95
ONDA VERDE;3º DOSE;45
OLÍMPIA;3º DOSE;877
ÓLEO;3º DOSE;36
OCAUÇU;3º DOSE;170
NUPORANGA;3º DOSE;199
NOVO HORIZONTE;3º DOSE;648
NOVAIS;3º DOSE;180
NOVA ODESSA;3º DOSE;373
NOVA LUZITÂNIA;3º DOSE;86
NOVA INDEPENDÊNCIA;3º DOSE;94
NOVA GUATAPORANGA;3º DOSE;30
NOVA GRANADA;3º DOSE;237
NOVA EUROPA;3º DOSE;100
NOVA CASTILHO;3º DOSE;32
NOVA CANAÃ PAULISTA;3º DOSE;141
NOVA CAMPINA;3º DOSE;87
NOVA ALIANÇA;3º DOSE;210
NIPOÃ;3º DOSE;69
NHANDEARA;3º DOSE;218
NEVES PAULISTA;3º DOSE;409
NAZARÉ PAULISTA;3º DOSE;233
NATIVIDADE DA SERRA;3º DOSE;88
NARANDIBA;3º DOSE;83
NANTES;3º DOSE;72
MURUTINGA DO SUL;3º DOSE;64
MOTUCA;3º DOSE;64
MORUNGABA;3º DOSE;91
MORRO AGUDO;3º DOSE;416
MONTEIRO LOBATO;3º DOSE;104
MONTE MOR;3º DOSE;228
MONTE CASTELO;3º DOSE;138
MONTE AZUL PAULISTA;3º DOSE;170
MONTE APRAZÍVEL;3º DOSE;589
MONTE ALTO;3º DOSE;934
MONTE ALEGRE DO SUL;3º DOSE;196
MONGAGUÁ;3º DOSE;402
MONÇÕES;3º DOSE;61
MOMBUCA;3º DOSE;103
MOGI MIRIM;3º DOSE;1025
MOGI GUAÇU;3º DOSE;719
MOGI DAS CRUZES;3º DOSE;4166
MOCOCA;3º DOSE;1132
MIRASSOLÂNDIA;3º DOSE;138
MIRASSOL;3º DOSE;748
MIRANTE DO PARANAPANEMA;3º DOSE;345
MIRANDÓPOLIS;3º DOSE;632
MIRACATU;3º DOSE;213
MIRA ESTRELA;3º DOSE;232
MINEIROS DO TIETÊ;3º DOSE;180
MIGUELÓPOLIS;3º DOSE;200
MESÓPOLIS;3º DOSE;121
MERIDIANO;3º DOSE;99
MENDONÇA;3º DOSE;128
MAUÁ;3º DOSE;6557
MATÃO;3º DOSE;866
MARTINÓPOLIS;3º DOSE;456
MARINÓPOLIS;3º DOSE;49
MARÍLIA;3º DOSE;1811
MARIÁPOLIS;3º DOSE;68
MARAPOAMA;3º DOSE;89
MARACAÍ;3º DOSE;275
MARABÁ PAULISTA;3º DOSE;43
MANDURI;3º DOSE;230
MAIRIPORÃ;3º DOSE;1108
MAIRINQUE;3º DOSE;441
MAGDA;3º DOSE;68
MACEDÔNIA;3º DOSE;69
MACAUBAL;3º DOSE;231
MACATUBA;3º DOSE;360
LUTÉCIA;3º DOSE;114
LUPÉRCIO;3º DOSE;22
LUIZIÂNIA;3º DOSE;66
LUÍS ANTÔNIO;3º DOSE;69
LUCIANÓPOLIS;3º DOSE;53
LUCÉLIA;3º DOSE;328
LOUVEIRA;3º DOSE;318
LOURDES;3º DOSE;82
LORENA;3º DOSE;659
LINS;3º DOSE;1085
LINDÓIA;3º DOSE;71
LIMEIRA;3º DOSE;1963
LENÇÓIS PAULISTA;3º DOSE;556
LEME;3º DOSE;704
LAVRINHAS;3º DOSE;55
LAVÍNIA;3º DOSE;102
LARANJAL PAULISTA;3º DOSE;307
LAGOINHA;3º DOSE;192
JUQUITIBA;3º DOSE;270
JUQUIÁ;3º DOSE;254
JUNQUEIRÓPOLIS;3º DOSE;269
JUNDIAÍ;3º DOSE;5641
JUMIRIM;3º DOSE;52
JÚLIO MESQUITA;3º DOSE;53
JOSÉ BONIFÁCIO;3º DOSE;576
JOÃO RAMALHO;3º DOSE;79
JOANÓPOLIS;3º DOSE;201
JERIQUARA;3º DOSE;55
JAÚ;3º DOSE;1697
JARINU;3º DOSE;154
JARDINÓPOLIS;3º DOSE;573
JANDIRA;3º DOSE;839
JAMBEIRO;3º DOSE;112
JALES;3º DOSE;608
JAGUARIÚNA;3º DOSE;615
JACUPIRANGA;3º DOSE;321
JACI;3º DOSE;143
JACAREÍ;3º DOSE;1907
JABOTICABAL;3º DOSE;1605
JABORANDI;3º DOSE;131
ITUVERAVA;3º DOSE;388
ITUPEVA;3º DOSE;217
ITU;3º DOSE;2245
ITOBI;3º DOSE;57
ITIRAPUÃ;3º DOSE;57
ITIRAPINA;3º DOSE;184
ITATINGA;3º DOSE;113
ITATIBA;3º DOSE;861
ITARIRI;3º DOSE;166
ITARARÉ;3º DOSE;348
ITAQUAQUECETUBA;3º DOSE;1117
ITAPURA;3º DOSE;66
ITAPUÍ;3º DOSE;199
ITAPORANGA;3º DOSE;184
ITÁPOLIS;3º DOSE;548
ITAPIRAPUÃ PAULISTA;3º DOSE;17
ITAPIRA;3º DOSE;1287
ITAPEVI;3º DOSE;439
ITAPEVA;3º DOSE;537
ITAPETININGA;3º DOSE;1659
ITAPECERICA DA SERRA;3º DOSE;976
ITAOCA;3º DOSE;45
ITANHAÉM;3º DOSE;2025
ITAJU;3º DOSE;22
ITAJOBI;3º DOSE;347
ITAÍ;3º DOSE;304
ITABERÁ;3º DOSE;329
IRAPURU;3º DOSE;178
IRAPUÃ;3º DOSE;107
IRACEMÁPOLIS;3º DOSE;162
IPUÃ;3º DOSE;176
IPORANGA;3º DOSE;124
IPIGUÁ;3º DOSE;82
IPEÚNA;3º DOSE;61
IPERÓ;3º DOSE;414
IPAUSSU;3º DOSE;224
INÚBIA PAULISTA;3º DOSE;66
INDIAPORÃ;3º DOSE;151
INDIANA;3º DOSE;159
INDAIATUBA;3º DOSE;4262
ILHABELA;3º DOSE;359
ILHA SOLTEIRA;3º DOSE;326
ILHA COMPRIDA;3º DOSE;138
IGUAPE;3º DOSE;411
IGARATÁ;3º DOSE;113
IGARAPAVA;3º DOSE;363
IGARAÇU DO TIETÊ;3º DOSE;212
IEPÊ;3º DOSE;334
ICÉM;3º DOSE;127
IBIÚNA;3º DOSE;64
IBITINGA;3º DOSE;667
IBIRAREMA;3º DOSE;194
IBIRÁ;3º DOSE;208
IBATÉ;3º DOSE;344
IARAS;3º DOSE;147
IACRI;3º DOSE;111
IACANGA;3º DOSE;176
HORTOLÂNDIA;3º DOSE;1993
HOLAMBRA;3º DOSE;157
HERCULÂNDIA;3º DOSE;155
GUZOLÂNDIA;3º DOSE;106
GUATAPARÁ;3º DOSE;91
GUARULHOS;3º DOSE;8408
GUARUJÁ;3º DOSE;4433
GUARIBA;3º DOSE;395
GUAREÍ;3º DOSE;133
GUARATINGUETÁ;3º DOSE;2343
GUARAREMA;3º DOSE;231
GUARARAPES;3º DOSE;451
GUARANTÃ;3º DOSE;75
GUARANI D'OESTE;3º DOSE;96
GUARACI;3º DOSE;183
GUARAÇAÍ;3º DOSE;244
GUARÁ;3º DOSE;514
GUAPIARA;3º DOSE;108
GUAPIAÇU;3º DOSE;157
GUAÍRA;3º DOSE;661
GUAIMBÊ;3º DOSE;115
GUAIÇARA;3º DOSE;99
GLICÉRIO;3º DOSE;105
GETULINA;3º DOSE;154
GENERAL SALGADO;3º DOSE;224
GAVIÃO PEIXOTO;3º DOSE;91
GASTÃO VIDIGAL;3º DOSE;107
GARÇA;3º DOSE;445
GÁLIA;3º DOSE;182
GABRIEL MONTEIRO;3º DOSE;45
FRANCO DA ROCHA;3º DOSE;1344
FRANCISCO MORATO;3º DOSE;745
FRANCA;3º DOSE;2252
FLORÍNEA;3º DOSE;66
FLÓRIDA PAULISTA;3º DOSE;389
FLOREAL;3º DOSE;129
FLORA RICA;3º DOSE;114
FERRAZ DE VASCONCELOS;3º DOSE;1726
FERNÃO;3º DOSE;36
FERNANDÓPOLIS;3º DOSE;1948
FERNANDO PRESTES;3º DOSE;166
FARTURA;3º DOSE;157
EUCLIDES DA CUNHA PAULISTA;3º DOSE;91
ESTRELA DO NORTE;3º DOSE;48
ESTRELA D'OESTE;3º DOSE;260
ESTIVA GERBI;3º DOSE;49
ESPÍRITO SANTO DO TURVO;3º DOSE;80
ESPÍRITO SANTO DO PINHAL;3º DOSE;824
ENGENHEIRO COELHO;3º DOSE;132
EMILIANÓPOLIS;3º DOSE;137
EMBU-GUAÇU;3º DOSE;443
EMBU DAS ARTES;3º DOSE;1813
EMBAÚBA;3º DOSE;48
ELISIÁRIO;3º DOSE;86
ELIAS FAUSTO;3º DOSE;142
ELDORADO;3º DOSE;208
ECHAPORÃ;3º DOSE;254
DUMONT;3º DOSE;124
DUARTINA;3º DOSE;380
DRACENA;3º DOSE;861
DOURADO;3º DOSE;135
DOLCINÓPOLIS;3º DOSE;70
DOIS CÓRREGOS;3º DOSE;621
DOBRADA;3º DOSE;68
DIVINOLÂNDIA;3º DOSE;173
DIRCE REIS;3º DOSE;13
DIADEMA;3º DOSE;3313
DESCALVADO;3º DOSE;1090
CUNHA;3º DOSE;299
CUBATÃO;3º DOSE;919
CRUZEIRO;3º DOSE;1186
CRUZÁLIA;3º DOSE;101
CRISTAIS PAULISTA;3º DOSE;68
CRAVINHOS;3º DOSE;250
COTIA;3º DOSE;1251
COSMORAMA;3º DOSE;127
COSMÓPOLIS;3º DOSE;245
CORUMBATAÍ;3º DOSE;65
CORONEL MACEDO;3º DOSE;194
COROADOS;3º DOSE;181
CORDEIRÓPOLIS;3º DOSE;392
CONCHAS;3º DOSE;227
CONCHAL;3º DOSE;147
COLÔMBIA;3º DOSE;195
COLINA;3º DOSE;298
CLEMENTINA;3º DOSE;227
CHAVANTES;3º DOSE;189
CHARQUEADA;3º DOSE;109
CESÁRIO LANGE;3º DOSE;190
CERQUILHO;3º DOSE;938
CERQUEIRA CÉSAR;3º DOSE;273
CEDRAL;3º DOSE;249
CATIGUÁ;3º DOSE;281
CATANDUVA;3º DOSE;2218
CASTILHO;3º DOSE;363
CÁSSIA DOS COQUEIROS;3º DOSE;138
CASA BRANCA;3º DOSE;109
CARDOSO;3º DOSE;84
CARAPICUÍBA;3º DOSE;3227
CARAGUATATUBA;3º DOSE;1166
CAPIVARI;3º DOSE;528
CAPELA DO ALTO;3º DOSE;73
CAPÃO BONITO;3º DOSE;363
CANITAR;3º DOSE;66
CÂNDIDO RODRIGUES;3º DOSE;107
CÂNDIDO MOTA;3º DOSE;615
CANAS;3º DOSE;76
CANANÉIA;3º DOSE;148
CAMPOS NOVOS PAULISTA;3º DOSE;47
CAMPOS DO JORDÃO;3º DOSE;406
CAMPO LIMPO PAULISTA;3º DOSE;608
CAMPINAS;3º DOSE;13525
CAMPINA DO MONTE ALEGRE;3º DOSE;70
CAJURU;3º DOSE;775
CAJOBI;3º DOSE;220
CAJATI;3º DOSE;369
CAJAMAR;3º DOSE;695
CAIUÁ;3º DOSE;96
CAIEIRAS;3º DOSE;1018
CAIABU;3º DOSE;87
CAFELÂNDIA;3º DOSE;235
CACONDE;3º DOSE;58
CACHOEIRA PAULISTA;3º DOSE;576
CAÇAPAVA;3º DOSE;519
CABREÚVA;3º DOSE;371
CABRÁLIA PAULISTA;3º DOSE;77
BURITIZAL;3º DOSE;42
BURITAMA;3º DOSE;277
BURI;3º DOSE;169
BROTAS;3º DOSE;378
BRODOWSKI;3º DOSE;217
BREJO ALEGRE;3º DOSE;16
BRAÚNA;3º DOSE;187
BRAGANÇA PAULISTA;3º DOSE;2171
BOTUCATU;3º DOSE;13128
BOREBI;3º DOSE;20
BORBOREMA;3º DOSE;331
BORACÉIA;3º DOSE;77
BORÁ;3º DOSE;18
BOM SUCESSO DE ITARARÉ;3º DOSE;39
BOM JESUS DOS PERDÕES;3º DOSE;176
BOITUVA;3º DOSE;469
BOFETE;3º DOSE;122
BOCAINA;3º DOSE;244
BOA ESPERANÇA DO SUL;3º DOSE;229
BIRITIBA MIRIM;3º DOSE;200
BIRIGUI;3º DOSE;1481
BILAC;3º DOSE;167
BERTIOGA;3º DOSE;755
BERNARDINO DE CAMPOS;3º DOSE;199
BENTO DE ABREU;3º DOSE;65
BEBEDOURO;3º DOSE;798
BAURU;3º DOSE;3733
BATATAIS;3º DOSE;856
BASTOS;3º DOSE;444
BARUERI;3º DOSE;2326
BARRINHA;3º DOSE;187
BARRETOS;3º DOSE;1596
BARRA DO TURVO;3º DOSE;286
BARRA DO CHAPÉU;3º DOSE;20
BARRA BONITA;3º DOSE;619
BARIRI;3º DOSE;498
BARBOSA;3º DOSE;111
BARÃO DE ANTONINA;3º DOSE;102
BANANAL;3º DOSE;176
BÁLSAMO;3º DOSE;262
BALBINOS;3º DOSE;88
BADY BASSITT;3º DOSE;124
AVARÉ;3º DOSE;1682
AVANHANDAVA;3º DOSE;192
AVAÍ;3º DOSE;117
AURIFLAMA;3º DOSE;252
ATIBAIA;3º DOSE;1933
ASSIS;3º DOSE;1296
ASPÁSIA;3º DOSE;84
ARUJÁ;3º DOSE;569
ARTUR NOGUEIRA;3º DOSE;453
ARIRANHA;3º DOSE;65
AREIÓPOLIS;3º DOSE;171
AREIAS;3º DOSE;38
AREALVA;3º DOSE;137
ARCO-ÍRIS;3º DOSE;77
ARARAS;3º DOSE;2750
ARARAQUARA;3º DOSE;2460
ARAPEÍ;3º DOSE;41
ARANDU;3º DOSE;121
ARAMINA;3º DOSE;46
ARAÇOIABA DA SERRA;3º DOSE;300
ARAÇATUBA;3º DOSE;2546
ARAÇARIGUAMA;3º DOSE;80
APIAÍ;3º DOSE;258
APARECIDA D'OESTE;3º DOSE;200
APARECIDA;3º DOSE;417
ANHUMAS;3º DOSE;50
ANHEMBI;3º DOSE;71
ANGATUBA;3º DOSE;110
ANDRADINA;3º DOSE;588
ANALÂNDIA;3º DOSE;48
AMPARO;3º DOSE;1066
AMÉRICO DE CAMPOS;3º DOSE;85
AMÉRICO BRASILIENSE;3º DOSE;574
AMERICANA;3º DOSE;2666
ALVINLÂNDIA;3º DOSE;34
ÁLVARO DE CARVALHO;3º DOSE;58
ÁLVARES MACHADO;3º DOSE;262
ÁLVARES FLORENCE;3º DOSE;109
ALUMÍNIO;3º DOSE;74
ALTO ALEGRE;3º DOSE;142
ALTINÓPOLIS;3º DOSE;319
ALTAIR;3º DOSE;134
ALFREDO MARCONDES;3º DOSE;177
ALAMBARI;3º DOSE;63
AGUDOS;3º DOSE;350
ÁGUAS DE SÃO PEDRO;3º DOSE;164
ÁGUAS DE SANTA BÁRBARA;3º DOSE;62
ÁGUAS DE LINDÓIA;3º DOSE;212
ÁGUAS DA PRATA;3º DOSE;168
AGUAÍ;3º DOSE;483
ADOLFO;3º DOSE;143
ADAMANTINA;3º DOSE;930
ZACARIAS;2° DOSE;1557
VOTUPORANGA;2° DOSE;60147
VOTORANTIM;2° DOSE;57718
VITÓRIA BRASIL;2° DOSE;1162
VISTA ALEGRE DO ALTO;2° DOSE;4497
VIRADOURO;2° DOSE;11004
VINHEDO;2° DOSE;44124
VERA CRUZ;2° DOSE;6729
VÁRZEA PAULISTA;2° DOSE;56169
VARGEM GRANDE PAULISTA;2° DOSE;20972
VARGEM GRANDE DO SUL;2° DOSE;22106
VARGEM;2° DOSE;5019
VALPARAÍSO;2° DOSE;13896
VALINHOS;2° DOSE;75369
VALENTIM GENTIL;2° DOSE;8389
URUPÊS;2° DOSE;8940
URU;2° DOSE;988
URÂNIA;2° DOSE;5552
UNIÃO PAULISTA;2° DOSE;1105
UCHOA;2° DOSE;6343
UBIRAJARA;2° DOSE;2416
UBATUBA;2° DOSE;49317
UBARANA;2° DOSE;3250
TURMALINA;2° DOSE;1439
TURIÚBA;2° DOSE;1337
TUPI PAULISTA;2° DOSE;10690
TUPÃ;2° DOSE;41678
TUIUTI;2° DOSE;3760
TRÊS FRONTEIRAS;2° DOSE;3943
TREMEMBÉ;2° DOSE;27197
TRABIJU;2° DOSE;1122
TORRINHA;2° DOSE;6217
TORRE DE PEDRA;2° DOSE;1721
TIMBURI;2° DOSE;1780
TIETÊ;2° DOSE;24173
TERRA ROXA;2° DOSE;5072
TEODORO SAMPAIO;2° DOSE;12296
TEJUPÁ;2° DOSE;2541
TAUBATÉ;2° DOSE;183688
TATUÍ;2° DOSE;69597
TARUMÃ;2° DOSE;8869
TARABAI;2° DOSE;4239
TAQUARIVAÍ;2° DOSE;2758
TAQUARITUBA;2° DOSE;14755
TAQUARITINGA;2° DOSE;34846
TAQUARAL;2° DOSE;1684
TAPIRATIBA;2° DOSE;7976
TAPIRAÍ;2° DOSE;4673
TANABI;2° DOSE;16009
TAMBAÚ;2° DOSE;12573
TAIÚVA;2° DOSE;3956
TAIAÇU;2° DOSE;3816
TAGUAÍ;2° DOSE;7684
TACIBA;2° DOSE;3222
TABOÃO DA SERRA;2° DOSE;135357
TABATINGA;2° DOSE;8433
TABAPUÃ;2° DOSE;7752
SUZANO;2° DOSE;142550
SUZANÁPOLIS;2° DOSE;2233
SUMARÉ;2° DOSE;146793
SUD MENNUCCI;2° DOSE;4710
SOROCABA;2° DOSE;284294
SOCORRO;2° DOSE;25751
SILVEIRAS;2° DOSE;3933
SEVERÍNIA;2° DOSE;8951
SETE BARRAS;2° DOSE;6382
SERTÃOZINHO;2° DOSE;72709
SERRANA;2° DOSE;32664
SERRA NEGRA;2° DOSE;17868
SERRA AZUL;2° DOSE;7478
SEBASTIANÓPOLIS DO SUL;2° DOSE;2350
SARUTAIÁ;2° DOSE;2270
SARAPUÍ;2° DOSE;5442
SÃO VICENTE;2° DOSE;175386
SÃO SIMÃO;2° DOSE;9015
SÃO SEBASTIÃO DA GRAMA;2° DOSE;6365
SÃO SEBASTIÃO;2° DOSE;48484
SÃO ROQUE;2° DOSE;40982
SÃO PEDRO DO TURVO;2° DOSE;4330
SÃO PEDRO;2° DOSE;15311
SÃO PAULO;2° DOSE;7255304
SÃO MIGUEL ARCANJO;2° DOSE;17996
SÃO MANUEL;2° DOSE;22159
SÃO LUIZ DO PARAITINGA;2° DOSE;6992
SÃO LOURENÇO DA SERRA;2° DOSE;8325
SÃO JOSÉ DOS CAMPOS;2° DOSE;415561
SÃO JOSÉ DO RIO PRETO;2° DOSE;289621
SÃO JOSÉ DO RIO PARDO;2° DOSE;32333
SÃO JOSÉ DO BARREIRO;2° DOSE;2662
SÃO JOSÉ DA BELA VISTA;2° DOSE;4383
SÃO JOAQUIM DA BARRA;2° DOSE;27150
SÃO JOÃO DO PAU D'ALHO;2° DOSE;1500
SÃO JOÃO DE IRACEMA;2° DOSE;1167
SÃO JOÃO DAS DUAS PONTES;2° DOSE;1718
SÃO JOÃO DA BOA VISTA;2° DOSE;58616
SÃO FRANCISCO;2° DOSE;2092
SÃO CARLOS;2° DOSE;160980
SÃO CAETANO DO SUL;2° DOSE;106763
SÃO BERNARDO DO CAMPO;2° DOSE;468745
SÃO BENTO DO SAPUCAÍ;2° DOSE;7039
SANTOS;2° DOSE;284976
SANTÓPOLIS DO AGUAPEÍ;2° DOSE;2732
SANTO EXPEDITO;2° DOSE;1915
SANTO ANTÔNIO DO PINHAL;2° DOSE;3589
SANTO ANTÔNIO DO JARDIM;2° DOSE;3849
SANTO ANTÔNIO DO ARACANGUÁ;2° DOSE;5114
SANTO ANTÔNIO DE POSSE;2° DOSE;12201
SANTO ANTÔNIO DA ALEGRIA;2° DOSE;4422
SANTO ANDRÉ;2° DOSE;415560
SANTO ANASTÁCIO;2° DOSE;11061
SANTANA DE PARNAÍBA;2° DOSE;84850
SANTANA DA PONTE PENSA;2° DOSE;1171
SANTA SALETE;2° DOSE;1212
SANTA ROSA DE VITERBO;2° DOSE;15020
SANTA RITA DO PASSA QUATRO;2° DOSE;17011
SANTA RITA D'OESTE;2° DOSE;1944
SANTA MERCEDES;2° DOSE;1818
SANTA MARIA DA SERRA;2° DOSE;2973
SANTA LÚCIA;2° DOSE;4722
SANTA ISABEL;2° DOSE;29602
SANTA GERTRUDES;2° DOSE;12444
SANTA FÉ DO SUL;2° DOSE;21802
SANTA ERNESTINA;2° DOSE;3622
SANTA CRUZ DO RIO PARDO;2° DOSE;28862
SANTA CRUZ DAS PALMEIRAS;2° DOSE;16536
SANTA CRUZ DA ESPERANÇA;2° DOSE;1343
SANTA CRUZ DA CONCEIÇÃO;2° DOSE;2889
SANTA CLARA D'OESTE;2° DOSE;1620
SANTA BRANCA;2° DOSE;8231
SANTA BÁRBARA D'OESTE;2° DOSE;106716
SANTA ALBERTINA;2° DOSE;4141
SANTA ADÉLIA;2° DOSE;8639
SANDOVALINA;2° DOSE;2297
SALTO GRANDE;2° DOSE;4685
SALTO DE PIRAPORA;2° DOSE;25496
SALTO;2° DOSE;66237
SALTINHO;2° DOSE;4910
SALMOURÃO;2° DOSE;3060
SALESÓPOLIS;2° DOSE;10383
SALES OLIVEIRA;2° DOSE;6971
SALES;2° DOSE;4331
SAGRES;2° DOSE;1399
SABINO;2° DOSE;3077
RUBINÉIA;2° DOSE;2255
RUBIÁCEA;2° DOSE;1643
ROSEIRA;2° DOSE;5833
ROSANA;2° DOSE;10793
RIVERSUL;2° DOSE;3760
RIOLÂNDIA;2° DOSE;5060
RIO GRANDE DA SERRA;2° DOSE;10568
RIO DAS PEDRAS;2° DOSE;16802
RIO CLARO;2° DOSE;117231
RINÓPOLIS;2° DOSE;5173
RINCÃO;2° DOSE;6070
RIFAINA;2° DOSE;2426
RIBEIRÃO PRETO;2° DOSE;390417
RIBEIRÃO PIRES;2° DOSE;69876
RIBEIRÃO GRANDE;2° DOSE;4739
RIBEIRÃO DOS ÍNDIOS;2° DOSE;1546
RIBEIRÃO DO SUL;2° DOSE;3095
RIBEIRÃO CORRENTE;2° DOSE;2830
RIBEIRÃO BRANCO;2° DOSE;8968
RIBEIRÃO BONITO;2° DOSE;7368
RIBEIRA;2° DOSE;1925
RESTINGA;2° DOSE;4104
REGISTRO;2° DOSE;32463
REGINÓPOLIS;2° DOSE;6416
REGENTE FEIJÓ;2° DOSE;12050
REDENÇÃO DA SERRA;2° DOSE;2383
RANCHARIA;2° DOSE;19267
RAFARD;2° DOSE;4438
QUINTANA;2° DOSE;4063
QUELUZ;2° DOSE;5321
QUEIROZ;2° DOSE;1972
QUATÁ;2° DOSE;8208
QUADRA;2° DOSE;2229
PROMISSÃO;2° DOSE;21386
PRESIDENTE VENCESLAU;2° DOSE;22371
PRESIDENTE PRUDENTE;2° DOSE;139820
PRESIDENTE EPITÁCIO;2° DOSE;24704
PRESIDENTE BERNARDES;2° DOSE;8876
PRESIDENTE ALVES;2° DOSE;2541
PRATÂNIA;2° DOSE;2617
PRAIA GRANDE;2° DOSE;182707
PRADÓPOLIS;2° DOSE;10416
PRACINHA;2° DOSE;2576
POTIRENDABA;2° DOSE;10597
POTIM;2° DOSE;11787
PORTO FERREIRA;2° DOSE;31731
PORTO FELIZ;2° DOSE;30824
PORANGABA;2° DOSE;5844
POPULINA;2° DOSE;2869
PONTES GESTAL;2° DOSE;1661
PONTALINDA;2° DOSE;2616
PONTAL;2° DOSE;22254
PONGAÍ;2° DOSE;2318
POMPÉIA;2° DOSE;10688
POLONI;2° DOSE;3769
