Município;Dose;Total Doses Aplicadas
SANTA CRUZ DA CONCEIÇÃO;3º DOSE;575
SANTA CLARA D'OESTE;3º DOSE;205
SANTA BRANCA;3º DOSE;619
SANTA BÁRBARA D'OESTE;3º DOSE;7373
SANTA ALBERTINA;3º DOSE;382
SANTA ADÉLIA;3º DOSE;1249
SANDOVALINA;3º DOSE;254
SALTO GRANDE;3º DOSE;486
SALTO DE PIRAPORA;3º DOSE;2211
SALTO;3º DOSE;5206
SALTINHO;3º DOSE;464
SALMOURÃO;3º DOSE;354
SALESÓPOLIS;3º DOSE;907
SALES OLIVEIRA;3º DOSE;556
SALES;3º DOSE;552
SAGRES;3º DOSE;137
SABINO;3º DOSE;361
RUBINÉIA;3º DOSE;240
RUBIÁCEA;3º DOSE;219
ROSEIRA;3º DOSE;562
ROSANA;3º DOSE;1128
RIVERSUL;3º DOSE;309
RIOLÂNDIA;3º DOSE;167
RIO GRANDE DA SERRA;3º DOSE;446
RIO DAS PEDRAS;3º DOSE;1364
RIO CLARO;3º DOSE;12956
RINÓPOLIS;3º DOSE;675
RINCÃO;3º DOSE;577
RIFAINA;3º DOSE;234
RIBEIRÃO PRETO;3º DOSE;33754
RIBEIRÃO PIRES;3º DOSE;5723
RIBEIRÃO GRANDE;3º DOSE;324
RIBEIRÃO DOS ÍNDIOS;3º DOSE;369
RIBEIRÃO DO SUL;3º DOSE;448
RIBEIRÃO CORRENTE;3º DOSE;184
RIBEIRÃO BRANCO;3º DOSE;640
RIBEIRÃO BONITO;3º DOSE;649
RIBEIRA;3º DOSE;175
RESTINGA;3º DOSE;237
REGISTRO;3º DOSE;3061
REGINÓPOLIS;3º DOSE;502
REGENTE FEIJÓ;3º DOSE;971
REDENÇÃO DA SERRA;3º DOSE;126
RANCHARIA;3º DOSE;1745
RAFARD;3º DOSE;443
QUINTANA;3º DOSE;507
QUELUZ;3º DOSE;435
QUEIROZ;3º DOSE;176
QUATÁ;3º DOSE;833
QUADRA;3º DOSE;70
PROMISSÃO;3º DOSE;2230
PRESIDENTE VENCESLAU;3º DOSE;2723
PRESIDENTE PRUDENTE;3º DOSE;13865
PRESIDENTE EPITÁCIO;3º DOSE;1980
PRESIDENTE BERNARDES;3º DOSE;1211
PRESIDENTE ALVES;3º DOSE;210
PRATÂNIA;3º DOSE;178
PRAIA GRANDE;3º DOSE;16430
PRADÓPOLIS;3º DOSE;815
PRACINHA;3º DOSE;163
POTIRENDABA;3º DOSE;1397
POTIM;3º DOSE;750
PORTO FERREIRA;3º DOSE;2791
PORTO FELIZ;3º DOSE;2016
PORANGABA;3º DOSE;590
POPULINA;3º DOSE;455
PONTES GESTAL;3º DOSE;214
PONTALINDA;3º DOSE;297
PONTAL;3º DOSE;1232
PONGAÍ;3º DOSE;319
POMPÉIA;3º DOSE;1200
POLONI;3º DOSE;531
POÁ;3º DOSE;5246
PLATINA;3º DOSE;246
PLANALTO;3º DOSE;283
PITANGUEIRAS;3º DOSE;2137
PIRATININGA;3º DOSE;744
PIRASSUNUNGA;3º DOSE;4070
PIRAPOZINHO;3º DOSE;1106
PIRAPORA DO BOM JESUS;3º DOSE;566
PIRANGI;3º DOSE;1029
PIRAJUÍ;3º DOSE;415
PIRAJU;3º DOSE;2089
PIRACICABA;3º DOSE;17747
PIRACAIA;3º DOSE;1480
PIQUETE;3º DOSE;622
PIQUEROBI;3º DOSE;328
PINHALZINHO;3º DOSE;706
PINDORAMA;3º DOSE;1385
PINDAMONHANGABA;3º DOSE;5786
PILAR DO SUL;3º DOSE;1200
PIEDADE;3º DOSE;1451
PIACATU;3º DOSE;397
PERUÍBE;3º DOSE;4154
PEREIRAS;3º DOSE;473
PEREIRA BARRETO;3º DOSE;1431
PENÁPOLIS;3º DOSE;3810
PEDRO DE TOLEDO;3º DOSE;589
PEDRINHAS PAULISTA;3º DOSE;375
PEDREIRA;3º DOSE;2357
PEDREGULHO;3º DOSE;1088
PEDRANÓPOLIS;3º DOSE;258
PEDRA BELA;3º DOSE;395
PEDERNEIRAS;3º DOSE;2071
PAULO DE FARIA;3º DOSE;749
PAULISTÂNIA;3º DOSE;187
PAULÍNIA;3º DOSE;4662
PAULICÉIA;3º DOSE;278
PATROCÍNIO PAULISTA;3º DOSE;781
PARISI;3º DOSE;286
PARIQUERA-AÇU;3º DOSE;1882
PARDINHO;3º DOSE;303
PARAPUÃ;3º DOSE;901
PARANAPUÃ;3º DOSE;391
PARANAPANEMA;3º DOSE;799
PARAÍSO;3º DOSE;489
PARAIBUNA;3º DOSE;719
PARAGUAÇU PAULISTA;3º DOSE;2492
PANORAMA;3º DOSE;724
PALMITAL;3º DOSE;1916
PALMEIRA D'OESTE;3º DOSE;1049
PALMARES PAULISTA;3º DOSE;508
PALESTINA;3º DOSE;739
PACAEMBU;3º DOSE;1003
OUROESTE;3º DOSE;706
OURO VERDE;3º DOSE;445
OURINHOS;3º DOSE;6626
OSVALDO CRUZ;3º DOSE;2720
OSCAR BRESSANE;3º DOSE;160
OSASCO;3º DOSE;23691
ORLÂNDIA;3º DOSE;1504
ORINDIÚVA;3º DOSE;423
ORIENTE;3º DOSE;347
ONDA VERDE;3º DOSE;264
OLÍMPIA;3º DOSE;3549
ÓLEO;3º DOSE;172
OCAUÇU;3º DOSE;389
NUPORANGA;3º DOSE;510
NOVO HORIZONTE;3º DOSE;2764
NOVAIS;3º DOSE;251
NOVA ODESSA;3º DOSE;1676
NOVA LUZITÂNIA;3º DOSE;240
NOVA INDEPENDÊNCIA;3º DOSE;280
NOVA GUATAPORANGA;3º DOSE;113
NOVA GRANADA;3º DOSE;1253
NOVA EUROPA;3º DOSE;449
NOVA CASTILHO;3º DOSE;89
NOVA CANAÃ PAULISTA;3º DOSE;226
NOVA CAMPINA;3º DOSE;397
NOVA ALIANÇA;3º DOSE;598
NIPOÃ;3º DOSE;239
NHANDEARA;3º DOSE;986
NEVES PAULISTA;3º DOSE;1059
NAZARÉ PAULISTA;3º DOSE;850
NATIVIDADE DA SERRA;3º DOSE;259
NARANDIBA;3º DOSE;301
NANTES;3º DOSE;176
MURUTINGA DO SUL;3º DOSE;413
MOTUCA;3º DOSE;270
MORUNGABA;3º DOSE;594
MORRO AGUDO;3º DOSE;1322
MONTEIRO LOBATO;3º DOSE;239
MONTE MOR;3º DOSE;1425
MONTE CASTELO;3º DOSE;304
MONTE AZUL PAULISTA;3º DOSE;1380
MONTE APRAZÍVEL;3º DOSE;1642
MONTE ALTO;3º DOSE;2908
MONTE ALEGRE DO SUL;3º DOSE;477
MONGAGUÁ;3º DOSE;1457
MONÇÕES;3º DOSE;177
MOMBUCA;3º DOSE;229
MOGI MIRIM;3º DOSE;4608
MOGI GUAÇU;3º DOSE;6266
MOGI DAS CRUZES;3º DOSE;20465
MOCOCA;3º DOSE;3661
MIRASSOLÂNDIA;3º DOSE;406
MIRASSOL;3º DOSE;2648
MIRANTE DO PARANAPANEMA;3º DOSE;812
MIRANDÓPOLIS;3º DOSE;2148
MIRACATU;3º DOSE;827
MIRA ESTRELA;3º DOSE;370
MINEIROS DO TIETÊ;3º DOSE;707
MIGUELÓPOLIS;3º DOSE;1082
MESÓPOLIS;3º DOSE;266
MERIDIANO;3º DOSE;317
MENDONÇA;3º DOSE;416
MAUÁ;3º DOSE;19055
MATÃO;3º DOSE;4602
MARTINÓPOLIS;3º DOSE;1371
MARINÓPOLIS;3º DOSE;186
MARÍLIA;3º DOSE;13750
MARIÁPOLIS;3º DOSE;312
MARAPOAMA;3º DOSE;260
MARACAÍ;3º DOSE;816
MARABÁ PAULISTA;3º DOSE;272
MANDURI;3º DOSE;688
MAIRIPORÃ;3º DOSE;3998
MAIRINQUE;3º DOSE;1680
MAGDA;3º DOSE;285
MACEDÔNIA;3º DOSE;333
MACAUBAL;3º DOSE;539
MACATUBA;3º DOSE;954
LUTÉCIA;3º DOSE;266
LUPÉRCIO;3º DOSE;134
LUIZIÂNIA;3º DOSE;245
LUÍS ANTÔNIO;3º DOSE;517
LUCIANÓPOLIS;3º DOSE;223
LUCÉLIA;3º DOSE;1295
LOUVEIRA;3º DOSE;1680
LOURDES;3º DOSE;336
LORENA;3º DOSE;4303
LINS;3º DOSE;4949
LINDÓIA;3º DOSE;369
LIMEIRA;3º DOSE;9647
LENÇÓIS PAULISTA;3º DOSE;2283
LEME;3º DOSE;6003
LAVRINHAS;3º DOSE;257
LAVÍNIA;3º DOSE;359
LARANJAL PAULISTA;3º DOSE;1400
LAGOINHA;3º DOSE;598
JUQUITIBA;3º DOSE;1170
JUQUIÁ;3º DOSE;921
JUNQUEIRÓPOLIS;3º DOSE;1352
JUNDIAÍ;3º DOSE;24575
JUMIRIM;3º DOSE;154
JÚLIO MESQUITA;3º DOSE;268
JOSÉ BONIFÁCIO;3º DOSE;2531
JOÃO RAMALHO;3º DOSE;255
JOANÓPOLIS;3º DOSE;714
JERIQUARA;3º DOSE;118
JAÚ;3º DOSE;8110
JARINU;3º DOSE;1008
JARDINÓPOLIS;3º DOSE;1616
JANDIRA;3º DOSE;3035
JAMBEIRO;3º DOSE;337
JALES;3º DOSE;3370
JAGUARIÚNA;3º DOSE;2582
JACUPIRANGA;3º DOSE;865
JACI;3º DOSE;484
JACAREÍ;3º DOSE;9145
JABOTICABAL;3º DOSE;5044
JABORANDI;3º DOSE;368
ITUVERAVA;3º DOSE;2700
ITUPEVA;3º DOSE;1393
ITU;3º DOSE;9548
ITOBI;3º DOSE;363
ITIRAPUÃ;3º DOSE;327
ITIRAPINA;3º DOSE;773
ITATINGA;3º DOSE;738
ITATIBA;3º DOSE;6588
ITARIRI;3º DOSE;796
ITARARÉ;3º DOSE;1685
ITAQUAQUECETUBA;3º DOSE;8043
ITAPURA;3º DOSE;271
ITAPUÍ;3º DOSE;726
ITAPORANGA;3º DOSE;897
ITÁPOLIS;3º DOSE;2095
ITAPIRAPUÃ PAULISTA;3º DOSE;156
ITAPIRA;3º DOSE;5289
ITAPEVI;3º DOSE;3972
ITAPEVA;3º DOSE;5273
ITAPETININGA;3º DOSE;9012
ITAPECERICA DA SERRA;3º DOSE;5121
ITAOCA;3º DOSE;276
ITANHAÉM;3º DOSE;7036
ITAJU;3º DOSE;245
ITAJOBI;3º DOSE;1313
ITAÍ;3º DOSE;1176
ITABERÁ;3º DOSE;1378
IRAPURU;3º DOSE;566
IRAPUÃ;3º DOSE;496
IRACEMÁPOLIS;3º DOSE;875
IPUÃ;3º DOSE;729
IPORANGA;3º DOSE;247
IPIGUÁ;3º DOSE;405
IPEÚNA;3º DOSE;334
IPERÓ;3º DOSE;1165
IPAUSSU;3º DOSE;829
INÚBIA PAULISTA;3º DOSE;356
INDIAPORÃ;3º DOSE;350
INDIANA;3º DOSE;345
INDAIATUBA;3º DOSE;12874
ILHABELA;3º DOSE;1731
ILHA SOLTEIRA;3º DOSE;2173
ILHA COMPRIDA;3º DOSE;751
IGUAPE;3º DOSE;1957
IGARATÁ;3º DOSE;522
IGARAPAVA;3º DOSE;1366
IGARAÇU DO TIETÊ;3º DOSE;1019
IEPÊ;3º DOSE;821
ICÉM;3º DOSE;445
IBIÚNA;3º DOSE;766
IBITINGA;3º DOSE;3813
IBIRAREMA;3º DOSE;572
IBIRÁ;3º DOSE;842
IBATÉ;3º DOSE;1265
IARAS;3º DOSE;372
IACRI;3º DOSE;512
IACANGA;3º DOSE;574
HORTOLÂNDIA;3º DOSE;5611
HOLAMBRA;3º DOSE;678
HERCULÂNDIA;3º DOSE;475
GUZOLÂNDIA;3º DOSE;363
GUATAPARÁ;3º DOSE;463
GUARULHOS;3º DOSE;46358
GUARUJÁ;3º DOSE;13103
GUARIBA;3º DOSE;1552
GUAREÍ;3º DOSE;696
GUARATINGUETÁ;3º DOSE;4972
GUARAREMA;3º DOSE;1228
GUARARAPES;3º DOSE;2068
GUARANTÃ;3º DOSE;379
GUARANI D'OESTE;3º DOSE;199
GUARACI;3º DOSE;762
GUARAÇAÍ;3º DOSE;598
GUARÁ;3º DOSE;1533
GUAPIARA;3º DOSE;551
GUAPIAÇU;3º DOSE;937
GUAÍRA;3º DOSE;2465
GUAIMBÊ;3º DOSE;402
GUAIÇARA;3º DOSE;401
GLICÉRIO;3º DOSE;279
GETULINA;3º DOSE;662
GENERAL SALGADO;3º DOSE;778
GAVIÃO PEIXOTO;3º DOSE;282
GASTÃO VIDIGAL;3º DOSE;305
GARÇA;3º DOSE;2647
GÁLIA;3º DOSE;628
GABRIEL MONTEIRO;3º DOSE;175
FRANCO DA ROCHA;3º DOSE;5373
FRANCISCO MORATO;3º DOSE;3911
FRANCA;3º DOSE;12707
FLORÍNEA;3º DOSE;319
FLÓRIDA PAULISTA;3º DOSE;1041
FLOREAL;3º DOSE;452
FLORA RICA;3º DOSE;229
FERRAZ DE VASCONCELOS;3º DOSE;6558
FERNÃO;3º DOSE;133
FERNANDÓPOLIS;3º DOSE;6458
FERNANDO PRESTES;3º DOSE;435
FARTURA;3º DOSE;955
EUCLIDES DA CUNHA PAULISTA;3º DOSE;312
ESTRELA DO NORTE;3º DOSE;185
ESTRELA D'OESTE;3º DOSE;745
ESTIVA GERBI;3º DOSE;432
ESPÍRITO SANTO DO TURVO;3º DOSE;239
ESPÍRITO SANTO DO PINHAL;3º DOSE;3458
ENGENHEIRO COELHO;3º DOSE;684
EMILIANÓPOLIS;3º DOSE;359
EMBU-GUAÇU;3º DOSE;3061
EMBU DAS ARTES;3º DOSE;6922
EMBAÚBA;3º DOSE;207
ELISIÁRIO;3º DOSE;290
ELIAS FAUSTO;3º DOSE;801
ELDORADO;3º DOSE;658
ECHAPORÃ;3º DOSE;326
DUMONT;3º DOSE;501
DUARTINA;3º DOSE;823
DRACENA;3º DOSE;3462
DOURADO;3º DOSE;607
DOLCINÓPOLIS;3º DOSE;194
DOIS CÓRREGOS;3º DOSE;1560
DOBRADA;3º DOSE;183
DIVINOLÂNDIA;3º DOSE;1127
DIRCE REIS;3º DOSE;211
DIADEMA;3º DOSE;13109
DESCALVADO;3º DOSE;3208
CUNHA;3º DOSE;1206
CUBATÃO;3º DOSE;3637
CRUZEIRO;3º DOSE;3865
CRUZÁLIA;3º DOSE;198
CRISTAIS PAULISTA;3º DOSE;395
CRAVINHOS;3º DOSE;1228
COTIA;3º DOSE;6925
COSMORAMA;3º DOSE;782
COSMÓPOLIS;3º DOSE;1619
CORUMBATAÍ;3º DOSE;252
CORONEL MACEDO;3º DOSE;480
COROADOS;3º DOSE;371
CORDEIRÓPOLIS;3º DOSE;1634
CONCHAS;3º DOSE;888
CONCHAL;3º DOSE;978
COLÔMBIA;3º DOSE;409
COLINA;3º DOSE;1024
CLEMENTINA;3º DOSE;556
CHAVANTES;3º DOSE;627
CHARQUEADA;3º DOSE;622
CESÁRIO LANGE;3º DOSE;591
CERQUILHO;3º DOSE;2626
CERQUEIRA CÉSAR;3º DOSE;1192
CEDRAL;3º DOSE;769
CATIGUÁ;3º DOSE;613
CATANDUVA;3º DOSE;9591
CASTILHO;3º DOSE;927
CÁSSIA DOS COQUEIROS;3º DOSE;249
CASA BRANCA;3º DOSE;1185
CARDOSO;3º DOSE;865
CARAPICUÍBA;3º DOSE;11660
CARAGUATATUBA;3º DOSE;5019
CAPIVARI;3º DOSE;2489
CAPELA DO ALTO;3º DOSE;269
CAPÃO BONITO;3º DOSE;2179
CANITAR;3º DOSE;235
CÂNDIDO RODRIGUES;3º DOSE;293
CÂNDIDO MOTA;3º DOSE;1954
CANAS;3º DOSE;201
CANANÉIA;3º DOSE;762
CAMPOS NOVOS PAULISTA;3º DOSE;244
CAMPOS DO JORDÃO;3º DOSE;2239
CAMPO LIMPO PAULISTA;3º DOSE;2105
CAMPINAS;3º DOSE;67248
CAMPINA DO MONTE ALEGRE;3º DOSE;296
CAJURU;3º DOSE;1925
CAJOBI;3º DOSE;765
CAJATI;3º DOSE;1122
CAJAMAR;3º DOSE;2323
CAIUÁ;3º DOSE;272
CAIEIRAS;3º DOSE;4349
CAIABU;3º DOSE;246
CAFELÂNDIA;3º DOSE;728
CACONDE;3º DOSE;1327
CACHOEIRA PAULISTA;3º DOSE;1737
CAÇAPAVA;3º DOSE;3933
CABREÚVA;3º DOSE;1012
CABRÁLIA PAULISTA;3º DOSE;327
BURITIZAL;3º DOSE;313
BURITAMA;3º DOSE;1356
BURI;3º DOSE;528
BROTAS;3º DOSE;1130
BRODOWSKI;3º DOSE;1649
BREJO ALEGRE;3º DOSE;211
BRAÚNA;3º DOSE;463
BRAGANÇA PAULISTA;3º DOSE;11329
BOTUCATU;3º DOSE;15159
BOREBI;3º DOSE;92
BORBOREMA;3º DOSE;1141
BORACÉIA;3º DOSE;345
BORÁ;3º DOSE;80
BOM SUCESSO DE ITARARÉ;3º DOSE;142
BOM JESUS DOS PERDÕES;3º DOSE;758
BOITUVA;3º DOSE;1727
BOFETE;3º DOSE;381
BOCAINA;3º DOSE;865
BOA ESPERANÇA DO SUL;3º DOSE;723
BIRITIBA MIRIM;3º DOSE;1275
BIRIGUI;3º DOSE;6738
BILAC;3º DOSE;661
BERTIOGA;3º DOSE;2431
BERNARDINO DE CAMPOS;3º DOSE;619
BENTO DE ABREU;3º DOSE;171
BEBEDOURO;3º DOSE;4867
BAURU;3º DOSE;20255
BATATAIS;3º DOSE;4106
BASTOS;3º DOSE;1418
BARUERI;3º DOSE;10045
BARRINHA;3º DOSE;957
BARRETOS;3º DOSE;9919
BARRA DO TURVO;3º DOSE;422
BARRA DO CHAPÉU;3º DOSE;92
BARRA BONITA;3º DOSE;2502
BARIRI;3º DOSE;1888
BARBOSA;3º DOSE;459
BARÃO DE ANTONINA;3º DOSE;241
BANANAL;3º DOSE;652
BÁLSAMO;3º DOSE;741
BALBINOS;3º DOSE;304
BADY BASSITT;3º DOSE;872
AVARÉ;3º DOSE;4965
AVANHANDAVA;3º DOSE;545
AVAÍ;3º DOSE;320
AURIFLAMA;3º DOSE;823
ATIBAIA;3º DOSE;8389
ASSIS;3º DOSE;7696
ASPÁSIA;3º DOSE;231
ARUJÁ;3º DOSE;3119
ARTUR NOGUEIRA;3º DOSE;1847
ARIRANHA;3º DOSE;767
AREIÓPOLIS;3º DOSE;406
AREIAS;3º DOSE;196
AREALVA;3º DOSE;541
ARCO-ÍRIS;3º DOSE;250
ARARAS;3º DOSE;5227
ARARAQUARA;3º DOSE;13890
ARAPEÍ;3º DOSE;110
ARANDU;3º DOSE;359
ARAMINA;3º DOSE;319
ARAÇOIABA DA SERRA;3º DOSE;1630
ARAÇATUBA;3º DOSE;12132
ARAÇARIGUAMA;3º DOSE;578
APIAÍ;3º DOSE;1003
APARECIDA D'OESTE;3º DOSE;527
APARECIDA;3º DOSE;1633
ANHUMAS;3º DOSE;228
ANHEMBI;3º DOSE;293
ANGATUBA;3º DOSE;652
ANDRADINA;3º DOSE;2513
ANALÂNDIA;3º DOSE;240
AMPARO;3º DOSE;4846
AMÉRICO DE CAMPOS;3º DOSE;367
AMÉRICO BRASILIENSE;3º DOSE;2170
AMERICANA;3º DOSE;10048
ALVINLÂNDIA;3º DOSE;192
ÁLVARO DE CARVALHO;3º DOSE;236
ÁLVARES MACHADO;3º DOSE;1233
ÁLVARES FLORENCE;3º DOSE;339
ALUMÍNIO;3º DOSE;612
ALTO ALEGRE;3º DOSE;400
ALTINÓPOLIS;3º DOSE;1433
ALTAIR;3º DOSE;307
ALFREDO MARCONDES;3º DOSE;511
ALAMBARI;3º DOSE;278
AGUDOS;3º DOSE;1973
ÁGUAS DE SÃO PEDRO;3º DOSE;484
ÁGUAS DE SANTA BÁRBARA;3º DOSE;459
ÁGUAS DE LINDÓIA;3º DOSE;1173
ÁGUAS DA PRATA;3º DOSE;639
AGUAÍ;3º DOSE;1833
ADOLFO;3º DOSE;434
ADAMANTINA;3º DOSE;3172
ZACARIAS;2° DOSE;1810
VOTUPORANGA;2° DOSE;65519
VOTORANTIM;2° DOSE;66134
VITÓRIA BRASIL;2° DOSE;1227
VISTA ALEGRE DO ALTO;2° DOSE;5166
VIRADOURO;2° DOSE;12288
VINHEDO;2° DOSE;49962
VERA CRUZ;2° DOSE;7268
VÁRZEA PAULISTA;2° DOSE;64731
VARGEM GRANDE PAULISTA;2° DOSE;27814
VARGEM GRANDE DO SUL;2° DOSE;26722
VARGEM;2° DOSE;6582
VALPARAÍSO;2° DOSE;16131
VALINHOS;2° DOSE;85570
VALENTIM GENTIL;2° DOSE;9640
URUPÊS;2° DOSE;9767
URU;2° DOSE;1085
URÂNIA;2° DOSE;6058
UNIÃO PAULISTA;2° DOSE;1192
UCHOA;2° DOSE;7214
UBIRAJARA;2° DOSE;2877
UBATUBA;2° DOSE;56416
UBARANA;2° DOSE;3624
TURMALINA;2° DOSE;1538
TURIÚBA;2° DOSE;1419
TUPI PAULISTA;2° DOSE;12111
TUPÃ;2° DOSE;45575
TUIUTI;2° DOSE;4482
TRÊS FRONTEIRAS;2° DOSE;4357
TREMEMBÉ;2° DOSE;30452
TRABIJU;2° DOSE;1225
TORRINHA;2° DOSE;6859
TORRE DE PEDRA;2° DOSE;1881
TIMBURI;2° DOSE;1983
TIETÊ;2° DOSE;26933
TERRA ROXA;2° DOSE;5789
TEODORO SAMPAIO;2° DOSE;14159
TEJUPÁ;2° DOSE;2920
TAUBATÉ;2° DOSE;203762
TATUÍ;2° DOSE;78654
TARUMÃ;2° DOSE;10119
TARABAI;2° DOSE;4718
TAQUARIVAÍ;2° DOSE;3363
TAQUARITUBA;2° DOSE;16451
TAQUARITINGA;2° DOSE;38314
TAQUARAL;2° DOSE;1976
TAPIRATIBA;2° DOSE;8875
TAPIRAÍ;2° DOSE;5335
TANABI;2° DOSE;17716
TAMBAÚ;2° DOSE;14113
TAIÚVA;2° DOSE;4234
TAIAÇU;2° DOSE;4087
TAGUAÍ;2° DOSE;8602
TACIBA;2° DOSE;3678
TABOÃO DA SERRA;2° DOSE;159176
TABATINGA;2° DOSE;9872
TABAPUÃ;2° DOSE;8250
SUZANO;2° DOSE;162074
SUZANÁPOLIS;2° DOSE;2541
SUMARÉ;2° DOSE;161795
SUD MENNUCCI;2° DOSE;5130
SOROCABA;2° DOSE;400438
SOCORRO;2° DOSE;28541
SILVEIRAS;2° DOSE;4416
SEVERÍNIA;2° DOSE;9893
SETE BARRAS;2° DOSE;7334
SERTÃOZINHO;2° DOSE;83343
SERRANA;2° DOSE;33711
SERRA NEGRA;2° DOSE;20387
SERRA AZUL;2° DOSE;9070
SEBASTIANÓPOLIS DO SUL;2° DOSE;2653
SARUTAIÁ;2° DOSE;2446
SARAPUÍ;2° DOSE;6345
SÃO VICENTE;2° DOSE;199517
SÃO SIMÃO;2° DOSE;9950
SÃO SEBASTIÃO DA GRAMA;2° DOSE;7887
SÃO SEBASTIÃO;2° DOSE;54759
SÃO ROQUE;2° DOSE;49771
SÃO PEDRO DO TURVO;2° DOSE;4753
SÃO PEDRO;2° DOSE;20031
SÃO PAULO;2° DOSE;8222991
SÃO MIGUEL ARCANJO;2° DOSE;21365
SÃO MANUEL;2° DOSE;24427
SÃO LUIZ DO PARAITINGA;2° DOSE;8020
SÃO LOURENÇO DA SERRA;2° DOSE;9163
SÃO JOSÉ DOS CAMPOS;2° DOSE;462862
SÃO JOSÉ DO RIO PRETO;2° DOSE;317613
SÃO JOSÉ DO RIO PARDO;2° DOSE;35713
SÃO JOSÉ DO BARREIRO;2° DOSE;2910
SÃO JOSÉ DA BELA VISTA;2° DOSE;4978
SÃO JOAQUIM DA BARRA;2° DOSE;33497
SÃO JOÃO DO PAU D'ALHO;2° DOSE;1661
SÃO JOÃO DE IRACEMA;2° DOSE;1307
SÃO JOÃO DAS DUAS PONTES;2° DOSE;1844
SÃO JOÃO DA BOA VISTA;2° DOSE;64207
SÃO FRANCISCO;2° DOSE;2210
SÃO CARLOS;2° DOSE;177137
SÃO CAETANO DO SUL;2° DOSE;114280
SÃO BERNARDO DO CAMPO;2° DOSE;530281
SÃO BENTO DO SAPUCAÍ;2° DOSE;8264
SANTOS;2° DOSE;301231
SANTÓPOLIS DO AGUAPEÍ;2° DOSE;2908
SANTO EXPEDITO;2° DOSE;2202
SANTO ANTÔNIO DO PINHAL;2° DOSE;4468
SANTO ANTÔNIO DO JARDIM;2° DOSE;4071
SANTO ANTÔNIO DO ARACANGUÁ;2° DOSE;5509
SANTO ANTÔNIO DE POSSE;2° DOSE;13641
SANTO ANTÔNIO DA ALEGRIA;2° DOSE;5037
SANTO ANDRÉ;2° DOSE;463271
SANTO ANASTÁCIO;2° DOSE;12925
SANTANA DE PARNAÍBA;2° DOSE;98398
SANTANA DA PONTE PENSA;2° DOSE;1256
SANTA SALETE;2° DOSE;1279
SANTA ROSA DE VITERBO;2° DOSE;16592
SANTA RITA DO PASSA QUATRO;2° DOSE;18530
SANTA RITA D'OESTE;2° DOSE;2056
SANTA MERCEDES;2° DOSE;2047
SANTA MARIA DA SERRA;2° DOSE;3471
SANTA LÚCIA;2° DOSE;5274
SANTA ISABEL;2° DOSE;35060
SANTA GERTRUDES;2° DOSE;13803
SANTA FÉ DO SUL;2° DOSE;23927
SANTA ERNESTINA;2° DOSE;4057
SANTA CRUZ DO RIO PARDO;2° DOSE;33024
SANTA CRUZ DAS PALMEIRAS;2° DOSE;19743
SANTA CRUZ DA ESPERANÇA;2° DOSE;1483
SANTA CRUZ DA CONCEIÇÃO;2° DOSE;3198
SANTA CLARA D'OESTE;2° DOSE;1763
SANTA BRANCA;2° DOSE;9092
SANTA BÁRBARA D'OESTE;2° DOSE;117744
SANTA ALBERTINA;2° DOSE;4553
SANTA ADÉLIA;2° DOSE;9816
SANDOVALINA;2° DOSE;2574
SALTO GRANDE;2° DOSE;5357
SALTO DE PIRAPORA;2° DOSE;28203
SALTO;2° DOSE;78158
SALTINHO;2° DOSE;5588
SALMOURÃO;2° DOSE;3351
SALESÓPOLIS;2° DOSE;11595
SALES OLIVEIRA;2° DOSE;8023
SALES;2° DOSE;4688
SAGRES;2° DOSE;1557
SABINO;2° DOSE;3561
RUBINÉIA;2° DOSE;2485
RUBIÁCEA;2° DOSE;1837
ROSEIRA;2° DOSE;6859
ROSANA;2° DOSE;11700
RIVERSUL;2° DOSE;4138
RIOLÂNDIA;2° DOSE;6370
RIO GRANDE DA SERRA;2° DOSE;13193
RIO DAS PEDRAS;2° DOSE;20712
RIO CLARO;2° DOSE;133942
RINÓPOLIS;2° DOSE;5813
RINCÃO;2° DOSE;6700
RIFAINA;2° DOSE;2738
RIBEIRÃO PRETO;2° DOSE;445558
RIBEIRÃO PIRES;2° DOSE;78479
RIBEIRÃO GRANDE;2° DOSE;5554
RIBEIRÃO DOS ÍNDIOS;2° DOSE;1682
RIBEIRÃO DO SUL;2° DOSE;3458
RIBEIRÃO CORRENTE;2° DOSE;3213
RIBEIRÃO BRANCO;2° DOSE;10937
RIBEIRÃO BONITO;2° DOSE;8080
RIBEIRA;2° DOSE;2247
RESTINGA;2° DOSE;4613
REGISTRO;2° DOSE;36569
REGINÓPOLIS;2° DOSE;6880
REGENTE FEIJÓ;2° DOSE;14457
REDENÇÃO DA SERRA;2° DOSE;2789
RANCHARIA;2° DOSE;20903
RAFARD;2° DOSE;5401
QUINTANA;2° DOSE;4751
QUELUZ;2° DOSE;6379
QUEIROZ;2° DOSE;2280
QUATÁ;2° DOSE;9352
QUADRA;2° DOSE;2564
PROMISSÃO;2° DOSE;24227
PRESIDENTE VENCESLAU;2° DOSE;24750
PRESIDENTE PRUDENTE;2° DOSE;155802
PRESIDENTE EPITÁCIO;2° DOSE;26981
PRESIDENTE BERNARDES;2° DOSE;9593
PRESIDENTE ALVES;2° DOSE;2798
PRATÂNIA;2° DOSE;3114
PRAIA GRANDE;2° DOSE;204485
PRADÓPOLIS;2° DOSE;11934
PRACINHA;2° DOSE;2617
